resource_id,original_id,split,subject,topic,skill,grade,category,need_image_probability,gate_prediction,completion_decision,known_human_label,known_target,question,choices,hint,lecture,solution,review_bucket
r002937,r002937,train,language science,vocabulary,Select the words that don't belong,grade3,Categories,0.3479082187126049,0,skip_structural_absence,,,Select the place that doesn't belong.,shop | meadow | store | market,,,"Meadow doesn't belong.
Store, shop, and market all name places that sell things.",near_threshold_uncertain
r021128,r021128,test,natural science,biology,"Use evidence to classify mammals, birds, fish, reptiles, and amphibians",grade5,Classification,0.3542305806888059,1,need_completion_accidental_missing,,,Select the one animal that has all of the mammal traits listed above.,"Barn owls live on every continent except Antarctica. They have feathers, two wings, and a beak. They hatch from eggs with shells. | Florida manatees have hairs on their bodies that are similar to whiskers. These hairs help the manatees feel the water moving around them. Female manatees feed their offspring milk.","Mammals are a group of animals with similar traits. The following traits can be used to identify mammals:
They feed their offspring milk.
They have fur or hair. Observe the animals and read the descriptions.","Scientists sort animals with similar traits into groups. This is called classification. Classification helps scientists learn about how animals live.
How do scientists classify animals? First, they make observations about an animal. Scientists observe the animal's traits, including its body parts and behavior. Then, scientists compare the animal's traits to other animals' traits. Scientists classify animals with similar traits into a group.","To decide if an animal is part of a group, look at the traits of the group.
Mammals have the following traits:
They feed their offspring milk.
They have fur or hair.
Compare each animal's traits to the group's traits. Select the animal with traits similar to the group's traits.
A Florida manatee has the following traits:
It feeds its offspring milk.
It has hair.
A Florida manatee has the traits of a mammal. A Florida manatee is a mammal.
A barn owl has the following traits:
It has feathers.
It has wings.
It has a beak.
It makes eggs with shells.
A barn owl does not have all of the traits of a mammal. A barn owl is a bird.",near_threshold_uncertain
r006675,r006675,train,natural science,biology,"Use evidence to classify mammals, birds, fish, reptiles, and amphibians",grade5,Classification,0.34407579604178584,0,skip_structural_absence,,,Select the one animal that has all of the mammal traits listed above.,"Peregrine falcons are the fastest animals in the world! They use their wings to fly quickly and hunt prey. Peregrine falcons also have a beak and feathers. They hatch from eggs with speckled or spotted shells. | Western gorillas have black, gray, or brown fur. Adult males are sometimes called silverbacks because they have often have gray fur on their backs. Female western gorillas feed their offspring milk.","Mammals are a group of animals with similar traits. The following traits can be used to identify mammals:
They feed their offspring milk.
They have fur or hair. Observe the animals and read the descriptions.","Scientists sort animals with similar traits into groups. This is called classification. Classification helps scientists learn about how animals live.
How do scientists classify animals? First, they make observations about an animal. Scientists observe the animal's traits, including its body parts and behavior. Then, scientists compare the animal's traits to other animals' traits. Scientists classify animals with similar traits into a group.","To decide if an animal is part of a group, look at the traits of the group.
Mammals have the following traits:
They feed their offspring milk.
They have fur or hair.
Compare each animal's traits to the group's traits. Select the animal with traits similar to the group's traits.
A peregrine falcon has the following traits:
It has feathers.
It has wings.
It has a beak.
It makes eggs with shells.
A peregrine falcon does not have all of the traits of a mammal. A peregrine falcon is a bird.
A western gorilla has the following traits:
It feeds its offspring milk.
It has fur.
A western gorilla has the traits of a mammal. A western gorilla is a mammal.",near_threshold_uncertain
r008756,r008756,train,natural science,biology,"Use evidence to classify mammals, birds, fish, reptiles, and amphibians",grade5,Classification,0.35635565376282197,1,need_completion_accidental_missing,,,Select the one animal that has all of the mammal traits listed above.,"Black howler monkeys have loud calls, or howls. The howls can be heard over three miles away! Howler monkeys have fur and feed their offspring milk. | Smooth newts have moist, smooth skin with black spots. Young smooth newts hatch from eggs without shells. They live in streams or ponds until they are about ten weeks old. Then, they crawl onto land.","Mammals are a group of animals with similar traits. The following traits can be used to identify mammals:
They feed their offspring milk.
They have fur or hair. Observe the animals and read the descriptions.","Scientists sort animals with similar traits into groups. This is called classification. Classification helps scientists learn about how animals live.
How do scientists classify animals? First, they make observations about an animal. Scientists observe the animal's traits, including its body parts and behavior. Then, scientists compare the animal's traits to other animals' traits. Scientists classify animals with similar traits into a group.","To decide if an animal is part of a group, look at the traits of the group.
Mammals have the following traits:
They feed their offspring milk.
They have fur or hair.
Compare each animal's traits to the group's traits. Select the animal with traits similar to the group's traits.
A smooth newt has the following traits:
It spends part of its life in water and part on land.
It has moist skin.
It makes eggs with no shells.
A smooth newt does not have all of the traits of a mammal. A smooth newt is an amphibian.
A black howler has the following traits:
It feeds its offspring milk.
It has fur.
A black howler has the traits of a mammal. A black howler is a mammal.",near_threshold_uncertain
r013089,r013089,validation,language science,vocabulary,Which word is not like the others?,grade2,Categories,0.3434310633378523,0,skip_structural_absence,,,Which word is not like the others?,water | juice | glass | milk,,"Some words are alike. They go together in a group.
Red, blue, and green go together. They are colors.
Mom, dad, grandma, and grandpa go together. They are people in a family.","Juice, water, and milk go together. They are drinks. Glass is not a drink, so it is not like the other words.",near_threshold_uncertain
r008485,r008485,train,language science,vocabulary,Select the words that don't belong,grade3,Categories,0.3432075160927724,0,skip_structural_absence,,,Select the activity that doesn't belong.,sweep | scrub | swing | wipe,,,"Swing doesn't belong.
Sweep, wipe, and scrub all name ways to clean.",near_threshold_uncertain
r017853,r017853,test,language science,vocabulary,Select the words that don't belong,grade3,Categories,0.3432075160927724,0,skip_structural_absence,,,Select the action that doesn't belong.,chew | chuckle | snicker | giggle,,,"Chew doesn't belong.
Snicker, giggle, and chuckle all name ways to laugh.",near_threshold_uncertain
r017969,r017969,test,natural science,physics,"Identify solids, liquids, and gases",grade3,States of matter,0.3432002727188432,0,skip_structural_absence,,,Select the liquid.,chair | baseball | water in a waterfall | air from a hair dryer,,"Solid, liquid, and gas are states of matter. Matter is anything that takes up space. Matter can come in different states, or forms.
When matter is a solid, it has a definite volume and a definite shape. So, a solid has a size and shape of its own.
Some solids can be easily folded, bent, or broken. A piece of paper is a solid. Also, some solids are very small. A grain of sand is a solid.
When matter is a liquid, it has a definite volume but not a definite shape. So, a liquid has a size of its own, but it does not have a shape of its own. Think about pouring juice from a bottle into a cup. The juice still takes up the same amount of space, but it takes the shape of the bottle.
Some liquids do not pour as easily as others. Honey and milk are both liquids. But pouring honey takes more time than pouring milk.
When matter is a gas, it does not have a definite volume or a definite shape. A gas expands, or gets bigger, until it completely fills a space. A gas can also get smaller if it is squeezed into a smaller space.
Many gases are invisible. Air is a gas.","A baseball is a solid. A solid has a size and shape of its own. If you hit a baseball with a bat, the baseball will still have a size and shape of its own.
The air from a hair dryer is a gas. A gas expands to fill a space. A hair dryer uses a fan to blow warm air out. When the air leaves the hair dryer, the air expands to fill a much large space.
The water in a waterfall is a liquid. A liquid can change shape. But it still takes up the same amount of space. As water flows down a waterfall, the water changes shape.
A chair is a solid. A solid has a size and shape of its own. When you sit on a chair, it keeps its shape.",near_threshold_uncertain
r009391,r009391,train,language science,vocabulary,Select the words that don't belong,grade5,Categories,0.34312869045058125,0,skip_structural_absence,,,Select the action that doesn't belong.,cut | shampoo | style | boil,,,"Boil doesn't belong.
Shampoo, cut, and style all describe things you do to hair.",near_threshold_uncertain
r017296,r017296,test,natural science,biology,Human organs and their functions,grade5,Animals,0.3570468349249115,1,need_completion_accidental_missing,,,Which organ takes in oxygen from the air?,skeleton | heart | brain | lungs,,,,near_threshold_uncertain
r001416,r001416,train,language science,vocabulary,What am I?,grade1,Comprehension strategies,0.3426718701862158,0,skip_structural_absence,,,"Answer the riddle.
I can be inside or outside.
I am full of water.
You can swim in me.
What am I?",a pool | rain,,,"A pool can be inside or outside.
A pool is full of water.
You can swim in a pool.",near_threshold_uncertain
r008832,r008832,train,language science,vocabulary,Select the words that don't belong,grade3,Categories,0.3579995762277673,1,need_completion_accidental_missing,,,Select the action that doesn't belong.,roast | boil | bake | wash,,,"Wash doesn't belong.
Bake, roast, and boil all name ways to cook things.",near_threshold_uncertain
r017278,r017278,test,language science,vocabulary,What am I?,grade1,Comprehension strategies,0.3419196256686377,0,skip_structural_absence,,,"Answer the riddle.
I am an animal.
I live with people.
You have to feed me.
What am I?",a pet | a plant,,,"A pet is an animal.
A pet lives with people.
You have to feed a pet.",near_threshold_uncertain
r020874,r020874,test,natural science,biology,"Use evidence to classify mammals, birds, fish, reptiles, and amphibians",grade5,Classification,0.3584972560838337,1,need_completion_accidental_missing,,,Select the one animal that has all of the mammal traits listed above.,Harvest mice use their tails and feet to climb on plants and rocks. These mice have fur and feed their offspring milk. | Minnows live underwater and have fins to help them swim. They have scaly skin and lay eggs with no shells. Many fishermen use minnows as bait to catch other fish.,"Mammals are a group of animals with similar traits. The following traits can be used to identify mammals:
They feed their offspring milk.
They have fur or hair. Observe the animals and read the descriptions.","Scientists sort animals with similar traits into groups. This is called classification. Classification helps scientists learn about how animals live.
How do scientists classify animals? First, they make observations about an animal. Scientists observe the animal's traits, including its body parts and behavior. Then, scientists compare the animal's traits to other animals' traits. Scientists classify animals with similar traits into a group.","To decide if an animal is part of a group, look at the traits of the group.
Mammals have the following traits:
They feed their offspring milk.
They have fur or hair.
Compare each animal's traits to the group's traits. Select the animal with traits similar to the group's traits.
A minnow has the following traits:
It has fins, not limbs.
It makes eggs with no shells.
A minnow does not have all of the traits of a mammal. A minnow is a fish.
A harvest mouse has the following traits:
It feeds its offspring milk.
It has fur.
A harvest mouse has the traits of a mammal. A harvest mouse is a mammal.",near_threshold_uncertain
r002347,r002347,train,language science,vocabulary,Select the words that don't belong,grade3,Categories,0.3589518954036789,1,need_completion_accidental_missing,,,Select the place that doesn't belong.,hive | moon | den | nest,,,"Moon doesn't belong.
Nest, hive, and den all name places where groups of animals live.",near_threshold_uncertain
r017126,r017126,test,language science,vocabulary,Select the words that don't belong,grade3,Categories,0.3593672739436308,1,need_completion_accidental_missing,,,Select the action that doesn't belong.,chop | blend | stir | mix,,,"Chop doesn't belong.
Blend, mix, and stir all describe ways to combine things.",near_threshold_uncertain
r004909,r004909,train,natural science,biology,Use evidence to classify animals,grade5,Classification,0.34039520980228705,0,skip_structural_absence,,,Select the one animal that has all of the mollusk traits listed above.,"Earthworms live in soil and have no limbs. Their bodies are soft, cylindrical, and made up of many segments. | Banana slugs have a soft body with a flat underside called the foot. Slugs use their muscular foot to move. Banana slugs also have small teeth on their tongue! These file-like teeth help banana slugs eat leaves and dead plants.","Mollusks are a group of animals with similar traits. The following traits can be used to identify mollusks:
They have a soft body.
They have a muscular foot or tentacles. Observe the animals and read the descriptions.","Scientists sort animals with similar traits into groups. This is called classification. Classification helps scientists learn about how animals live.
How do scientists classify animals? First, they make observations about an animal. Scientists observe the animal's traits, including its body parts and behavior. Then, scientists compare the animal's traits to other animals' traits. Scientists classify animals with similar traits into a group.","To decide if an animal is part of a group, look at the traits of the group.
Mollusks have the following traits:
They have a soft body.
They have a muscular foot or tentacles.
Compare each animal's traits to the group's traits. Select the animal with traits similar to the group's traits.
A banana slug has the following traits:
It has a soft body.
It has a muscular foot.
A banana slug has the traits of a mollusk. A banana slug is a mollusk.
An earthworm has the following traits:
It has a soft, cylindrical body.
It has no limbs.
It is made up of segments.
An earthworm does not have all of the traits of a mollusk. An earthworm is a segmented worm.",near_threshold_uncertain
r009004,r009004,train,natural science,biology,"Use evidence to classify mammals, birds, fish, reptiles, and amphibians",grade5,Classification,0.35998333478202615,1,need_completion_accidental_missing,,,Select the one animal that has all of the bird traits listed above.,"Common ostriches have a beak and feathers. They also have two wings, but they cannot fly. Ostriches lay the biggest eggs of any bird. The shell of an ostrich egg is so hard that you can stand on the egg without breaking it! | Florida manatees have hairs on their bodies that are similar to whiskers. These hairs help the manatees feel the water moving around them. Female manatees feed their offspring milk.","Birds are a group of animals with similar traits. The following traits can be used to identify birds:
They have feathers.
They have wings.
They have a beak.
They make eggs with shells. Observe the animals and read the descriptions.","Scientists sort animals with similar traits into groups. This is called classification. Classification helps scientists learn about how animals live.
How do scientists classify animals? First, they make observations about an animal. Scientists observe the animal's traits, including its body parts and behavior. Then, scientists compare the animal's traits to other animals' traits. Scientists classify animals with similar traits into a group.","To decide if an animal is part of a group, look at the traits of the group.
Birds have the following traits:
They have feathers.
They have wings.
They have a beak.
They make eggs with shells.
Compare each animal's traits to the group's traits. Select the animal with traits similar to the group's traits.
A Florida manatee has the following traits:
It feeds its offspring milk.
It has hair.
A Florida manatee does not have all of the traits of a bird. A Florida manatee is a mammal.
A common ostrich has the following traits:
It has feathers.
It has wings.
It has a beak.
It makes eggs with shells.
A common ostrich has the traits of a bird. A common ostrich is a bird.",near_threshold_uncertain
r000695,r000695,train,natural science,biology,Use evidence to classify animals,grade5,Classification,0.360088754686038,1,need_completion_accidental_missing,,,Select the one animal that has all of the monotreme traits listed above.,"Echidnas are covered in fur and spines. Their spines help protect them from predators. When an echidna is scared, it curls up into a ball! Echidnas lay eggs and feed their offspring milk. | Adult tiger salamanders have moist, smooth skin with stripes. They live in burrows underground, but they begin their lives in water. Young tiger salamanders hatch from eggs with no shells underwater.","Monotremes are a group of animals with similar traits. The following traits can be used to identify monotremes:
They make eggs with shells.
They have fur or hair. Observe the animals and read the descriptions.","Scientists sort animals with similar traits into groups. This is called classification. Classification helps scientists learn about how animals live.
How do scientists classify animals? First, they make observations about an animal. Scientists observe the animal's traits, including its body parts and behavior. Then, scientists compare the animal's traits to other animals' traits. Scientists classify animals with similar traits into a group.","To decide if an animal is part of a group, look at the traits of the group.
Monotremes have the following traits:
They make eggs with shells.
They have fur or hair.
Compare each animal's traits to the group's traits. Select the animal with traits similar to the group's traits.
An echidna has the following traits:
It makes eggs with shells.
It has fur.
An echidna has the traits of a monotreme. An echidna is a monotreme.
A tiger salamander has the following traits:
It spends part of its life in water and part on land.
It has moist skin.
It makes eggs with no shells.
A tiger salamander does not have all of the traits of a monotreme. A tiger salamander is an amphibian.",near_threshold_uncertain
r020921,r020921,test,natural science,physics,"Identify solids, liquids, and gases",grade3,States of matter,0.33985641167221703,0,skip_structural_absence,,,Select the solid.,hair clip | water in a fishbowl | air inside a raft | helium,,"Solid, liquid, and gas are states of matter. Matter is anything that takes up space. Matter can come in different states, or forms.
When matter is a solid, it has a definite volume and a definite shape. So, a solid has a size and shape of its own.
Some solids can be easily folded, bent, or broken. A piece of paper is a solid. Also, some solids are very small. A grain of sand is a solid.
When matter is a liquid, it has a definite volume but not a definite shape. So, a liquid has a size of its own, but it does not have a shape of its own. Think about pouring juice from a bottle into a cup. The juice still takes up the same amount of space, but it takes the shape of the bottle.
Some liquids do not pour as easily as others. Honey and milk are both liquids. But pouring honey takes more time than pouring milk.
When matter is a gas, it does not have a definite volume or a definite shape. A gas expands, or gets bigger, until it completely fills a space. A gas can also get smaller if it is squeezed into a smaller space.
Many gases are invisible. Air is a gas.","The water in a fishbowl is a liquid. A liquid takes the shape of any container it is in. If you pour water from a fishbowl into a different container, the water will take the shape of that container. But the water will still take up the same amount of space.
A hair clip is a solid. A solid has a size and shape of its own. You can use a hair clip to keep your hair out of your face because the hair clip keeps its shape.
The air inside a raft is a gas. A gas expands to fill a space. The air in a raft expands to fill all the space inside the raft. If air leaks out, it will expand into the space around the raft.
Helium is a gas. A gas expands to fill a space. Helium is lighter than air. So, if you fill a balloon with helium, the balloon will rise. If helium leaks out of the balloon, the helium will expand into the space around the balloon.",near_threshold_uncertain
r012015,r012015,train,language science,vocabulary,Positive and negative connotation,grade4,Shades of meaning,0.3605474927331975,1,need_completion_accidental_missing,,,Which phrase has a more negative connotation?,use water | waste water,,"Connotation is the feeling or idea that goes along with a word or phrase. Some words are close in meaning but have different connotations.
For example, think about the words eager and impatient. They both mean wanting something to happen, but they have different connotations.
Eager has a positive connotation. It is a nice word. An eager person is happy and excited.
Impatient has a negative connotation. It is not a nice word. An impatient person is often pushy and demanding.","Waste water has a more negative connotation. If you waste water, you use it in a bad way.",near_threshold_uncertain
r014079,r014079,validation,language science,vocabulary,Select the words that don't belong,grade5,Categories,0.3386853550149587,0,skip_structural_absence,,,Select the place that doesn't belong.,port | harbor | highway | dock,,,"Highway doesn't belong.
Port, dock, and harbor all name places to park boats.",near_threshold_uncertain
r016322,r016322,validation,language science,vocabulary,What am I?,grade1,Comprehension strategies,0.33861396369164476,0,skip_structural_absence,,,"Answer the riddle.
I am an animal.
I have four legs.
You can ride me.
What am I?",a train | a horse,,,"A horse is an animal.
A horse has four legs.
You can ride a horse.",near_threshold_uncertain
r011226,r011226,train,language science,vocabulary,Which word is not like the others?,grade2,Categories,0.3378924948023658,0,skip_structural_absence,,,Which word is not like the others?,juice | cup | water | milk,,"Some words are alike. They go together in a group.
Red, blue, and green go together. They are colors.
Mom, dad, grandma, and grandpa go together. They are people in a family.","Milk, water, and juice go together. They are drinks. Cup is not a drink, so it is not like the other words.",near_threshold_uncertain
r008131,r008131,train,language science,vocabulary,Select the words that don't belong,grade3,Categories,0.336823983376044,0,skip_structural_absence,,,Select the item that doesn't belong.,rope | string | ribbon | glue,,,"Glue doesn't belong.
String, rope, and ribbon all name items that you can tie things with.",near_threshold_uncertain
r005121,r005121,train,natural science,physics,"Identify solids, liquids, and gases",grade3,States of matter,0.33626817512342705,0,skip_structural_absence,,,Select the solid.,water in a glass | handsaw | air inside a soccer ball | air inside a balloon,,"Solid, liquid, and gas are states of matter. Matter is anything that takes up space. Matter can come in different states, or forms.
When matter is a solid, it has a definite volume and a definite shape. So, a solid has a size and shape of its own.
Some solids can be easily folded, bent, or broken. A piece of paper is a solid. Also, some solids are very small. A grain of sand is a solid.
When matter is a liquid, it has a definite volume but not a definite shape. So, a liquid has a size of its own, but it does not have a shape of its own. Think about pouring juice from a bottle into a cup. The juice still takes up the same amount of space, but it takes the shape of the bottle.
Some liquids do not pour as easily as others. Honey and milk are both liquids. But pouring honey takes more time than pouring milk.
When matter is a gas, it does not have a definite volume or a definite shape. A gas expands, or gets bigger, until it completely fills a space. A gas can also get smaller if it is squeezed into a smaller space.
Many gases are invisible. Air is a gas.","A handsaw is a solid. A solid has a size and shape of its own. The handle of this handsaw is made of wood, and the blade is made of metal. Both wood and metal are solids.
The air inside a soccer ball is a gas. A gas expands to fill a space. The air fills all the space inside the soccer ball. If air leaks out, it will expand into the space around the ball.
The air inside a balloon is a gas. A gas expands to fill a space. The air inside a balloon expands to fill all the space in the balloon. If the balloon pops, the air will expand to fill a much larger space.
The water in a glass is a liquid. A liquid takes the shape of any container it is in. If you pour water from a glass into a different container, the water will take the shape of that container. But the water will still take up the same amount of space.",near_threshold_uncertain
r021175,r021175,test,language science,vocabulary,What am I?,grade1,Comprehension strategies,0.33585864964577705,0,skip_structural_absence,,,"Answer the riddle.
I smell good.
I can come in many colors.
I grow in a garden.
What am I?",a flower | a bird,,,"A flower smells good.
A flower can come in many colors.
A flower grows in a garden.",near_threshold_uncertain
r012773,r012773,validation,natural science,biology,"Use evidence to classify mammals, birds, fish, reptiles, and amphibians",grade4,Classification,0.3657355239184924,1,need_completion_accidental_missing,,,Select the one animal that has all of the bird traits listed above.,"Burmese pythons hatch from eggs with shells. They can grow to over 12 feet long! Their scaly, waterproof skin is brown and black. | Peregrine falcons are the fastest animals in the world! They use their wings to fly quickly and hunt prey. Peregrine falcons also have a beak and feathers. They hatch from eggs with speckled or spotted shells.","Birds are a group of animals with similar traits. The following traits can be used to identify birds:
They have feathers.
They have wings.
They have a beak.
They make eggs with shells. Observe the animals and read the descriptions.","Scientists sort animals with similar traits into groups. This is called classification. Classification helps scientists learn about how animals live.
How do scientists classify animals? First, they make observations about an animal. Scientists observe the animal's traits, including its body parts and behavior. Then, scientists compare the animal's traits to other animals' traits. Scientists classify animals with similar traits into a group.","To decide if an animal is part of a group, look at the traits of the group.
Birds have the following traits:
They have feathers.
They have wings.
They have a beak.
They make eggs with shells.
Compare each animal's traits to the group's traits. Select the animal with traits similar to the group's traits.
A Burmese python has the following traits:
It has scaly, waterproof skin.
It makes eggs with shells.
A Burmese python does not have all of the traits of a bird. A Burmese python is a reptile.
A peregrine falcon has the following traits:
It has feathers.
It has wings.
It has a beak.
It makes eggs with shells.
A peregrine falcon has the traits of a bird. A peregrine falcon is a bird.",near_threshold_uncertain
r011121,r011121,train,natural science,biology,"Use evidence to classify mammals, birds, fish, reptiles, and amphibians",grade5,Classification,0.3663686177951653,1,need_completion_accidental_missing,,,Select the one animal that has all of the reptile traits listed above.,"Dwarf crocodiles are the smallest crocodiles alive today. They grow to be about five feet long and have scaly, waterproof skin. Dwarf crocodiles live in Central Africa and hatch from eggs with shells. | Western gorillas have black, gray, or brown fur. Adult males are sometimes called silverbacks because they have often have gray fur on their backs. Female western gorillas feed their offspring milk.","Reptiles are a group of animals with similar traits. The following traits can be used to identify reptiles:
They have scaly, waterproof skin.
They make eggs with shells. Observe the animals and read the descriptions.","Scientists sort animals with similar traits into groups. This is called classification. Classification helps scientists learn about how animals live.
How do scientists classify animals? First, they make observations about an animal. Scientists observe the animal's traits, including its body parts and behavior. Then, scientists compare the animal's traits to other animals' traits. Scientists classify animals with similar traits into a group.","To decide if an animal is part of a group, look at the traits of the group.
Reptiles have the following traits:
They have scaly, waterproof skin.
They make eggs with shells.
Compare each animal's traits to the group's traits. Select the animal with traits similar to the group's traits.
A dwarf crocodile has the following traits:
It has scaly, waterproof skin.
It makes eggs with shells.
A dwarf crocodile has the traits of a reptile. A dwarf crocodile is a reptile.
A western gorilla has the following traits:
It feeds its offspring milk.
It has fur.
A western gorilla does not have all of the traits of a reptile. A western gorilla is a mammal.",near_threshold_uncertain
r018907,r018907,test,natural science,physics,"Identify solids, liquids, and gases",grade3,States of matter,0.3331005856975,0,skip_structural_absence,,,Select the solid.,grape juice | water from a faucet | air from a hair dryer | screwdriver,,"Solid, liquid, and gas are states of matter. Matter is anything that takes up space. Matter can come in different states, or forms.
When matter is a solid, it has a definite volume and a definite shape. So, a solid has a size and shape of its own.
Some solids can be easily folded, bent, or broken. A piece of paper is a solid. Also, some solids are very small. A grain of sand is a solid.
When matter is a liquid, it has a definite volume but not a definite shape. So, a liquid has a size of its own, but it does not have a shape of its own. Think about pouring juice from a bottle into a cup. The juice still takes up the same amount of space, but it takes the shape of the bottle.
Some liquids do not pour as easily as others. Honey and milk are both liquids. But pouring honey takes more time than pouring milk.
When matter is a gas, it does not have a definite volume or a definite shape. A gas expands, or gets bigger, until it completely fills a space. A gas can also get smaller if it is squeezed into a smaller space.
Many gases are invisible. Air is a gas.","The air from a hair dryer is a gas. A gas expands to fill a space. A hair dryer uses a fan to blow warm air out. When the air leaves the hair dryer, the air expands to fill a much large space.
The water from a faucet is a liquid. A liquid takes the shape of any container it is in. If you put water from a faucet into a container, the water will take the shape of that container. But the water will still take up the same amount of space.
A screwdriver is a solid. A solid has a size and shape of its own. This screwdriver has a metal blade and a plastic handle. Both metal and plastic are solids.
Grape juice is a liquid. A liquid takes the shape of any container it is in. If you pour grape juice into a different container, the grape juice will take the shape of that container. But the grape juice will still take up the same amount of space.",near_threshold_uncertain
r009054,r009054,train,natural science,physics,"Identify solids, liquids, and gases",grade3,States of matter,0.3330693592412239,0,skip_structural_absence,,,Select the liquid.,thread | milk | air inside a tire | tortoise shell,,"Solid, liquid, and gas are states of matter. Matter is anything that takes up space. Matter can come in different states, or forms.
When matter is a solid, it has a definite volume and a definite shape. So, a solid has a size and shape of its own.
Some solids can be easily folded, bent, or broken. A piece of paper is a solid. Also, some solids are very small. A grain of sand is a solid.
When matter is a liquid, it has a definite volume but not a definite shape. So, a liquid has a size of its own, but it does not have a shape of its own. Think about pouring juice from a bottle into a cup. The juice still takes up the same amount of space, but it takes the shape of the bottle.
Some liquids do not pour as easily as others. Honey and milk are both liquids. But pouring honey takes more time than pouring milk.
When matter is a gas, it does not have a definite volume or a definite shape. A gas expands, or gets bigger, until it completely fills a space. A gas can also get smaller if it is squeezed into a smaller space.
Many gases are invisible. Air is a gas.","The air inside a tire is a gas. A gas expands to fill a space. The air in a tire expands to fill all the space inside the tire. If air leaks out, it will expand into the space around the tire.
Thread is a solid that can be bent or tangled. But it still has a size and shape of its own.
A tortoise shell is a solid. A solid has a size and shape of its own. A tortoise shell is made of a solid called keratin, just like your fingernails!
Milk is a liquid. A liquid takes the shape of any container it is in. If you pour milk into a different container, the milk will take the shape of that container. But the milk will still take up the same amount of space.",near_threshold_uncertain
r006337,r006337,train,natural science,biology,"Use evidence to classify mammals, birds, fish, reptiles, and amphibians",grade5,Classification,0.3322963422457554,0,skip_structural_absence,,,Select the one animal that has all of the mammal traits listed above.,"Canadian lynx have furry, padded feet that help them walk on snow. Canadian lynx feed their offspring milk. | Common snapping turtles hatch from eggs with shells. They have powerful beaks. When a snapping turtle is threatened by a predator, it snaps its beak! Snapping turtles have scaly, waterproof skin.","Mammals are a group of animals with similar traits. The following traits can be used to identify mammals:
They feed their offspring milk.
They have fur or hair. Observe the animals and read the descriptions.","Scientists sort animals with similar traits into groups. This is called classification. Classification helps scientists learn about how animals live.
How do scientists classify animals? First, they make observations about an animal. Scientists observe the animal's traits, including its body parts and behavior. Then, scientists compare the animal's traits to other animals' traits. Scientists classify animals with similar traits into a group.","To decide if an animal is part of a group, look at the traits of the group.
Mammals have the following traits:
They feed their offspring milk.
They have fur or hair.
Compare each animal's traits to the group's traits. Select the animal with traits similar to the group's traits.
A common snapping turtle has the following traits:
It has scaly, waterproof skin.
It makes eggs with shells.
A common snapping turtle does not have all of the traits of a mammal. A common snapping turtle is a reptile.
A Canadian lynx has the following traits:
It feeds its offspring milk.
It has fur.
A Canadian lynx has the traits of a mammal. A Canadian lynx is a mammal.",near_threshold_uncertain
r000336,r000336,train,natural science,science-and-engineering-practices,Identify questions that can be investigated with a set of materials,grade7,Designing experiments,0.3322938098429339,0,skip_structural_absence,,,"Using only these supplies, which question can Bryan investigate with an experiment?",Which of the three types of tomato seeds sprouts the fastest? | Does a certain kind of tomato plant grow taller when planted in a clay pot or in a plastic pot? | Which type of soil will cause a certain kind of tomato plant to grow the most fruit?,"Bryan and his classmates are growing tomato plants in the school garden. He wonders what factors affect how tomato plants grow. So, he decides to design an experiment. He has the following supplies available:
three different types of tomato seeds
one bag of potting soil
five identical clay pots
water","Experiments can be designed to answer specific questions. When designing an experiment, you must identify the supplies that are necessary to answer your question. In order to do this, you need to figure out what will be tested and what will be measured during the experiment.
Imagine that you are wondering if plants grow to different heights when planted in different types of soil. How might you decide what supplies are necessary to conduct this experiment?
First, you need to identify the part of the experiment that will be tested, which is the independent variable. This is usually the part of the experiment that is different or changed. In this case, you would like to know how plants grow in different types of soil. So, you must have different types of soil available.
Next, you need to identify the part of the experiment that will be measured or observed, which is the dependent variable. In this experiment, you would like to know if some plants grow taller than others. So, you must be able to compare the plants' heights. To do this, you can observe which plants are taller by looking at them, or you can measure their exact heights with a meterstick.
So, if you have different types of soil and can observe or measure the heights of your plants, then you have the supplies you need to investigate your question with an experiment!",,near_threshold_uncertain
