dataset,strategy,sample_id,question,positive_image_ref,negative_sample_id,negative_question,negative_image_ref,lexical_similarity
ai2d,same_topic_wrong_image,ai2d_test_000149,Which letter in the given diagram depicts the waning crescent moon phase?,hf://lmms-lab/ai2d-no-mask/test/000149,ai2d_test_000097,Which letter shows the adult stage of the dung beetles life cycle?,hf://lmms-lab/ai2d-no-mask/test/000097,0.24394932766554484
ai2d,same_topic_wrong_image,ai2d_test_000149,Which letter in the given diagram depicts the waning crescent moon phase?,hf://lmms-lab/ai2d-no-mask/test/000149,ai2d_test_000177,"In the given diagram, what letter represents plants?",hf://lmms-lab/ai2d-no-mask/test/000177,0.22143063988235584
ai2d,same_topic_wrong_image,ai2d_test_000149,Which letter in the given diagram depicts the waning crescent moon phase?,hf://lmms-lab/ai2d-no-mask/test/000149,ai2d_test_000101,What term best matches B in the given diagram?,hf://lmms-lab/ai2d-no-mask/test/000101,0.21174428389420558
ai2d,same_skill_wrong_image,ai2d_test_000149,Which letter in the given diagram depicts the waning crescent moon phase?,hf://lmms-lab/ai2d-no-mask/test/000149,ai2d_test_000015,What letter on the diagram depicts the tadpole?,hf://lmms-lab/ai2d-no-mask/test/000015,0.3807740958111932
ai2d,same_skill_wrong_image,ai2d_test_000149,Which letter in the given diagram depicts the waning crescent moon phase?,hf://lmms-lab/ai2d-no-mask/test/000149,ai2d_test_000054,The diagram depicts the life cycle of a deer fly. Which letter in the diagram shows the eggs?,hf://lmms-lab/ai2d-no-mask/test/000054,0.27338275441865334
ai2d,same_skill_wrong_image,ai2d_test_000149,Which letter in the given diagram depicts the waning crescent moon phase?,hf://lmms-lab/ai2d-no-mask/test/000149,ai2d_test_000097,Which letter shows the adult stage of the dung beetles life cycle?,hf://lmms-lab/ai2d-no-mask/test/000097,0.24394932766554484
ai2d,same_skill_wrong_image,ai2d_test_000149,Which letter in the given diagram depicts the waning crescent moon phase?,hf://lmms-lab/ai2d-no-mask/test/000149,ai2d_test_000177,"In the given diagram, what letter represents plants?",hf://lmms-lab/ai2d-no-mask/test/000177,0.22143063988235584
ai2d,same_skill_wrong_image,ai2d_test_000149,Which letter in the given diagram depicts the waning crescent moon phase?,hf://lmms-lab/ai2d-no-mask/test/000149,ai2d_test_000101,What term best matches B in the given diagram?,hf://lmms-lab/ai2d-no-mask/test/000101,0.21174428389420558
ai2d,random_wrong_image,ai2d_test_000150,Which letter shows the first quarter phase?,hf://lmms-lab/ai2d-no-mask/test/000150,ai2d_test_000073,Label the Spike.,hf://lmms-lab/ai2d-no-mask/test/000073,0.07921432725812705
ai2d,random_wrong_image,ai2d_test_000150,Which letter shows the first quarter phase?,hf://lmms-lab/ai2d-no-mask/test/000150,ai2d_test_000101,What term best matches B in the given diagram?,hf://lmms-lab/ai2d-no-mask/test/000101,0.03348549548042939
ai2d,random_wrong_image,ai2d_test_000150,Which letter shows the first quarter phase?,hf://lmms-lab/ai2d-no-mask/test/000150,ai2d_test_000117,what is label e in diagram?,hf://lmms-lab/ai2d-no-mask/test/000117,0.024396100699373674
ai2d,random_wrong_image,ai2d_test_000150,Which letter shows the first quarter phase?,hf://lmms-lab/ai2d-no-mask/test/000150,ai2d_test_000126,What is a predator?,hf://lmms-lab/ai2d-no-mask/test/000126,0.03860973059243594
ai2d,random_wrong_image,ai2d_test_000150,Which letter shows the first quarter phase?,hf://lmms-lab/ai2d-no-mask/test/000150,ai2d_test_000174,What organism in the diagram would be considered a producer?,hf://lmms-lab/ai2d-no-mask/test/000174,0.031178239757555855
ai2d,lexical_wrong_image,ai2d_test_000150,Which letter shows the first quarter phase?,hf://lmms-lab/ai2d-no-mask/test/000150,ai2d_test_000100,What letter on the diagram represents the first quarter moon,hf://lmms-lab/ai2d-no-mask/test/000100,0.39259054932272847
ai2d,lexical_wrong_image,ai2d_test_000150,Which letter shows the first quarter phase?,hf://lmms-lab/ai2d-no-mask/test/000150,ai2d_test_000097,Which letter shows the adult stage of the dung beetles life cycle?,hf://lmms-lab/ai2d-no-mask/test/000097,0.29623914311324917
ai2d,lexical_wrong_image,ai2d_test_000150,Which letter shows the first quarter phase?,hf://lmms-lab/ai2d-no-mask/test/000150,ai2d_test_000095,What letter in the diagram represents the pupa stage?,hf://lmms-lab/ai2d-no-mask/test/000095,0.2803844231790753
ai2d,lexical_wrong_image,ai2d_test_000150,Which letter shows the first quarter phase?,hf://lmms-lab/ai2d-no-mask/test/000150,ai2d_test_000009,which stage denotes female fleas ?,hf://lmms-lab/ai2d-no-mask/test/000009,0.23598157242653336
ai2d,lexical_wrong_image,ai2d_test_000150,Which letter shows the first quarter phase?,hf://lmms-lab/ai2d-no-mask/test/000150,ai2d_test_000007,The diagram shows the life cycle of a flea? What letter represents the dormant stage?,hf://lmms-lab/ai2d-no-mask/test/000007,0.20922502600152817
ai2d,same_topic_wrong_image,ai2d_test_000150,Which letter shows the first quarter phase?,hf://lmms-lab/ai2d-no-mask/test/000150,ai2d_test_000100,What letter on the diagram represents the first quarter moon,hf://lmms-lab/ai2d-no-mask/test/000100,0.39259054932272847
ai2d,same_topic_wrong_image,ai2d_test_000150,Which letter shows the first quarter phase?,hf://lmms-lab/ai2d-no-mask/test/000150,ai2d_test_000097,Which letter shows the adult stage of the dung beetles life cycle?,hf://lmms-lab/ai2d-no-mask/test/000097,0.29623914311324917
ai2d,same_topic_wrong_image,ai2d_test_000150,Which letter shows the first quarter phase?,hf://lmms-lab/ai2d-no-mask/test/000150,ai2d_test_000095,What letter in the diagram represents the pupa stage?,hf://lmms-lab/ai2d-no-mask/test/000095,0.2803844231790753
ai2d,same_topic_wrong_image,ai2d_test_000150,Which letter shows the first quarter phase?,hf://lmms-lab/ai2d-no-mask/test/000150,ai2d_test_000009,which stage denotes female fleas ?,hf://lmms-lab/ai2d-no-mask/test/000009,0.23598157242653336
ai2d,same_topic_wrong_image,ai2d_test_000150,Which letter shows the first quarter phase?,hf://lmms-lab/ai2d-no-mask/test/000150,ai2d_test_000007,The diagram shows the life cycle of a flea? What letter represents the dormant stage?,hf://lmms-lab/ai2d-no-mask/test/000007,0.20922502600152817
ai2d,same_skill_wrong_image,ai2d_test_000150,Which letter shows the first quarter phase?,hf://lmms-lab/ai2d-no-mask/test/000150,ai2d_test_000100,What letter on the diagram represents the first quarter moon,hf://lmms-lab/ai2d-no-mask/test/000100,0.39259054932272847
ai2d,same_skill_wrong_image,ai2d_test_000150,Which letter shows the first quarter phase?,hf://lmms-lab/ai2d-no-mask/test/000150,ai2d_test_000097,Which letter shows the adult stage of the dung beetles life cycle?,hf://lmms-lab/ai2d-no-mask/test/000097,0.29623914311324917
ai2d,same_skill_wrong_image,ai2d_test_000150,Which letter shows the first quarter phase?,hf://lmms-lab/ai2d-no-mask/test/000150,ai2d_test_000095,What letter in the diagram represents the pupa stage?,hf://lmms-lab/ai2d-no-mask/test/000095,0.2803844231790753
ai2d,same_skill_wrong_image,ai2d_test_000150,Which letter shows the first quarter phase?,hf://lmms-lab/ai2d-no-mask/test/000150,ai2d_test_000009,which stage denotes female fleas ?,hf://lmms-lab/ai2d-no-mask/test/000009,0.23598157242653336
ai2d,same_skill_wrong_image,ai2d_test_000150,Which letter shows the first quarter phase?,hf://lmms-lab/ai2d-no-mask/test/000150,ai2d_test_000007,The diagram shows the life cycle of a flea? What letter represents the dormant stage?,hf://lmms-lab/ai2d-no-mask/test/000007,0.20922502600152817
ai2d,random_wrong_image,ai2d_test_000151,Name the label which indicates the pancreas in the above doagram.,hf://lmms-lab/ai2d-no-mask/test/000151,ai2d_test_000001,What is the uppermost layer of the earth called?,hf://lmms-lab/ai2d-no-mask/test/000001,0.025736969188332685
ai2d,random_wrong_image,ai2d_test_000151,Name the label which indicates the pancreas in the above doagram.,hf://lmms-lab/ai2d-no-mask/test/000151,ai2d_test_000092,Which of the above leaf has a  heart-shaped outline?,hf://lmms-lab/ai2d-no-mask/test/000092,0.057859944380571
ai2d,random_wrong_image,ai2d_test_000151,Name the label which indicates the pancreas in the above doagram.,hf://lmms-lab/ai2d-no-mask/test/000151,ai2d_test_000109,The exterior portion of the earth,hf://lmms-lab/ai2d-no-mask/test/000109,0.04603840020641439
ai2d,random_wrong_image,ai2d_test_000151,Name the label which indicates the pancreas in the above doagram.,hf://lmms-lab/ai2d-no-mask/test/000151,ai2d_test_000154,"The diagram shows four stages in life cycle , between egg and pupa stage , which process must occur?",hf://lmms-lab/ai2d-no-mask/test/000154,0.03258911913450118
ai2d,random_wrong_image,ai2d_test_000151,Name the label which indicates the pancreas in the above doagram.,hf://lmms-lab/ai2d-no-mask/test/000151,ai2d_test_000157,What stage directly precedes adult?,hf://lmms-lab/ai2d-no-mask/test/000157,0.015452632431044399
ai2d,lexical_wrong_image,ai2d_test_000151,Name the label which indicates the pancreas in the above doagram.,hf://lmms-lab/ai2d-no-mask/test/000151,ai2d_test_000167,IN THE ABOVE FOOD WEB SOURCE ENERGY FOR CATERPILLAR IS (A)PLANT. (B)BIRD. (C)SPIDER. (D)WHITE FLY,hf://lmms-lab/ai2d-no-mask/test/000167,0.21650449853447593
ai2d,lexical_wrong_image,ai2d_test_000151,Name the label which indicates the pancreas in the above doagram.,hf://lmms-lab/ai2d-no-mask/test/000151,ai2d_test_000146,which part of the diagram is large circle?,hf://lmms-lab/ai2d-no-mask/test/000146,0.213774319614428
ai2d,lexical_wrong_image,ai2d_test_000151,Name the label which indicates the pancreas in the above doagram.,hf://lmms-lab/ai2d-no-mask/test/000151,ai2d_test_000010,which stage denotes larvae ?,hf://lmms-lab/ai2d-no-mask/test/000010,0.19202765654462214
ai2d,lexical_wrong_image,ai2d_test_000151,Name the label which indicates the pancreas in the above doagram.,hf://lmms-lab/ai2d-no-mask/test/000151,ai2d_test_000016,Which label indicates the moon during a lunar eclipse?,hf://lmms-lab/ai2d-no-mask/test/000016,0.19070673845299302
ai2d,lexical_wrong_image,ai2d_test_000151,Name the label which indicates the pancreas in the above doagram.,hf://lmms-lab/ai2d-no-mask/test/000151,ai2d_test_000015,What letter on the diagram depicts the tadpole?,hf://lmms-lab/ai2d-no-mask/test/000015,0.1540975353081778
ai2d,same_topic_wrong_image,ai2d_test_000151,Name the label which indicates the pancreas in the above doagram.,hf://lmms-lab/ai2d-no-mask/test/000151,ai2d_test_000167,IN THE ABOVE FOOD WEB SOURCE ENERGY FOR CATERPILLAR IS (A)PLANT. (B)BIRD. (C)SPIDER. (D)WHITE FLY,hf://lmms-lab/ai2d-no-mask/test/000167,0.21650449853447593
ai2d,same_topic_wrong_image,ai2d_test_000151,Name the label which indicates the pancreas in the above doagram.,hf://lmms-lab/ai2d-no-mask/test/000151,ai2d_test_000146,which part of the diagram is large circle?,hf://lmms-lab/ai2d-no-mask/test/000146,0.213774319614428
ai2d,same_topic_wrong_image,ai2d_test_000151,Name the label which indicates the pancreas in the above doagram.,hf://lmms-lab/ai2d-no-mask/test/000151,ai2d_test_000010,which stage denotes larvae ?,hf://lmms-lab/ai2d-no-mask/test/000010,0.19202765654462214
ai2d,same_topic_wrong_image,ai2d_test_000151,Name the label which indicates the pancreas in the above doagram.,hf://lmms-lab/ai2d-no-mask/test/000151,ai2d_test_000016,Which label indicates the moon during a lunar eclipse?,hf://lmms-lab/ai2d-no-mask/test/000016,0.19070673845299302
ai2d,same_topic_wrong_image,ai2d_test_000151,Name the label which indicates the pancreas in the above doagram.,hf://lmms-lab/ai2d-no-mask/test/000151,ai2d_test_000015,What letter on the diagram depicts the tadpole?,hf://lmms-lab/ai2d-no-mask/test/000015,0.1540975353081778
ai2d,same_skill_wrong_image,ai2d_test_000151,Name the label which indicates the pancreas in the above doagram.,hf://lmms-lab/ai2d-no-mask/test/000151,ai2d_test_000167,IN THE ABOVE FOOD WEB SOURCE ENERGY FOR CATERPILLAR IS (A)PLANT. (B)BIRD. (C)SPIDER. (D)WHITE FLY,hf://lmms-lab/ai2d-no-mask/test/000167,0.21650449853447593
ai2d,same_skill_wrong_image,ai2d_test_000151,Name the label which indicates the pancreas in the above doagram.,hf://lmms-lab/ai2d-no-mask/test/000151,ai2d_test_000146,which part of the diagram is large circle?,hf://lmms-lab/ai2d-no-mask/test/000146,0.213774319614428
ai2d,same_skill_wrong_image,ai2d_test_000151,Name the label which indicates the pancreas in the above doagram.,hf://lmms-lab/ai2d-no-mask/test/000151,ai2d_test_000010,which stage denotes larvae ?,hf://lmms-lab/ai2d-no-mask/test/000010,0.19202765654462214
ai2d,same_skill_wrong_image,ai2d_test_000151,Name the label which indicates the pancreas in the above doagram.,hf://lmms-lab/ai2d-no-mask/test/000151,ai2d_test_000016,Which label indicates the moon during a lunar eclipse?,hf://lmms-lab/ai2d-no-mask/test/000016,0.19070673845299302
ai2d,same_skill_wrong_image,ai2d_test_000151,Name the label which indicates the pancreas in the above doagram.,hf://lmms-lab/ai2d-no-mask/test/000151,ai2d_test_000015,What letter on the diagram depicts the tadpole?,hf://lmms-lab/ai2d-no-mask/test/000015,0.1540975353081778
ai2d,random_wrong_image,ai2d_test_000152,Which organ is above the stomach?,hf://lmms-lab/ai2d-no-mask/test/000152,ai2d_test_000023,What is represented by letter B?,hf://lmms-lab/ai2d-no-mask/test/000023,0.014577000654234357
ai2d,random_wrong_image,ai2d_test_000152,Which organ is above the stomach?,hf://lmms-lab/ai2d-no-mask/test/000152,ai2d_test_000030,What stage is shown by A for the life cycle of a mealworm?,hf://lmms-lab/ai2d-no-mask/test/000030,0.024437075891172923
ai2d,random_wrong_image,ai2d_test_000152,Which organ is above the stomach?,hf://lmms-lab/ai2d-no-mask/test/000152,ai2d_test_000038,What do predator fishes consume?,hf://lmms-lab/ai2d-no-mask/test/000038,0.011551222249004279
ai2d,random_wrong_image,ai2d_test_000152,Which organ is above the stomach?,hf://lmms-lab/ai2d-no-mask/test/000152,ai2d_test_000099,What letter on the diagram represents the earth?,hf://lmms-lab/ai2d-no-mask/test/000099,0.023818279078448516
ai2d,random_wrong_image,ai2d_test_000152,Which organ is above the stomach?,hf://lmms-lab/ai2d-no-mask/test/000152,ai2d_test_000138,"From the above food web diagram, which species is producer",hf://lmms-lab/ai2d-no-mask/test/000138,0.03629113257911546
ai2d,lexical_wrong_image,ai2d_test_000152,Which organ is above the stomach?,hf://lmms-lab/ai2d-no-mask/test/000152,ai2d_test_000036,Which organ in the diagram represents the small intestine?,hf://lmms-lab/ai2d-no-mask/test/000036,0.24495157472268408
ai2d,lexical_wrong_image,ai2d_test_000152,Which organ is above the stomach?,hf://lmms-lab/ai2d-no-mask/test/000152,ai2d_test_000034,What part passes food to the stomach?,hf://lmms-lab/ai2d-no-mask/test/000034,0.15260331937552682
ai2d,lexical_wrong_image,ai2d_test_000152,Which organ is above the stomach?,hf://lmms-lab/ai2d-no-mask/test/000152,ai2d_test_000035,Where are the teeth located?,hf://lmms-lab/ai2d-no-mask/test/000035,0.10589304823708344
ai2d,lexical_wrong_image,ai2d_test_000152,Which organ is above the stomach?,hf://lmms-lab/ai2d-no-mask/test/000152,ai2d_test_000153,Which part of the body lies just before the anus?,hf://lmms-lab/ai2d-no-mask/test/000153,0.09611688939622859
ai2d,lexical_wrong_image,ai2d_test_000152,Which organ is above the stomach?,hf://lmms-lab/ai2d-no-mask/test/000152,ai2d_test_000050,Which is the producer in the group?,hf://lmms-lab/ai2d-no-mask/test/000050,0.08617516663854016
ai2d,same_topic_wrong_image,ai2d_test_000152,Which organ is above the stomach?,hf://lmms-lab/ai2d-no-mask/test/000152,ai2d_test_000036,Which organ in the diagram represents the small intestine?,hf://lmms-lab/ai2d-no-mask/test/000036,0.24495157472268408
ai2d,same_topic_wrong_image,ai2d_test_000152,Which organ is above the stomach?,hf://lmms-lab/ai2d-no-mask/test/000152,ai2d_test_000034,What part passes food to the stomach?,hf://lmms-lab/ai2d-no-mask/test/000034,0.15260331937552682
ai2d,same_topic_wrong_image,ai2d_test_000152,Which organ is above the stomach?,hf://lmms-lab/ai2d-no-mask/test/000152,ai2d_test_000035,Where are the teeth located?,hf://lmms-lab/ai2d-no-mask/test/000035,0.10589304823708344
ai2d,same_topic_wrong_image,ai2d_test_000152,Which organ is above the stomach?,hf://lmms-lab/ai2d-no-mask/test/000152,ai2d_test_000153,Which part of the body lies just before the anus?,hf://lmms-lab/ai2d-no-mask/test/000153,0.09611688939622859
ai2d,same_topic_wrong_image,ai2d_test_000152,Which organ is above the stomach?,hf://lmms-lab/ai2d-no-mask/test/000152,ai2d_test_000050,Which is the producer in the group?,hf://lmms-lab/ai2d-no-mask/test/000050,0.08617516663854016
ai2d,same_skill_wrong_image,ai2d_test_000152,Which organ is above the stomach?,hf://lmms-lab/ai2d-no-mask/test/000152,ai2d_test_000036,Which organ in the diagram represents the small intestine?,hf://lmms-lab/ai2d-no-mask/test/000036,0.24495157472268408
ai2d,same_skill_wrong_image,ai2d_test_000152,Which organ is above the stomach?,hf://lmms-lab/ai2d-no-mask/test/000152,ai2d_test_000034,What part passes food to the stomach?,hf://lmms-lab/ai2d-no-mask/test/000034,0.15260331937552682
ai2d,same_skill_wrong_image,ai2d_test_000152,Which organ is above the stomach?,hf://lmms-lab/ai2d-no-mask/test/000152,ai2d_test_000035,Where are the teeth located?,hf://lmms-lab/ai2d-no-mask/test/000035,0.10589304823708344
ai2d,same_skill_wrong_image,ai2d_test_000152,Which organ is above the stomach?,hf://lmms-lab/ai2d-no-mask/test/000152,ai2d_test_000153,Which part of the body lies just before the anus?,hf://lmms-lab/ai2d-no-mask/test/000153,0.09611688939622859
ai2d,same_skill_wrong_image,ai2d_test_000152,Which organ is above the stomach?,hf://lmms-lab/ai2d-no-mask/test/000152,ai2d_test_000050,Which is the producer in the group?,hf://lmms-lab/ai2d-no-mask/test/000050,0.08617516663854016
ai2d,random_wrong_image,ai2d_test_000153,Which part of the body lies just before the anus?,hf://lmms-lab/ai2d-no-mask/test/000153,ai2d_test_000002,Which is the hottest layer?,hf://lmms-lab/ai2d-no-mask/test/000002,0.027733325703541655
ai2d,random_wrong_image,ai2d_test_000153,Which part of the body lies just before the anus?,hf://lmms-lab/ai2d-no-mask/test/000153,ai2d_test_000029,How many stages does an egg go through to become an adult?,hf://lmms-lab/ai2d-no-mask/test/000029,0.010154266527337601
ai2d,random_wrong_image,ai2d_test_000153,Which part of the body lies just before the anus?,hf://lmms-lab/ai2d-no-mask/test/000153,ai2d_test_000091,What lies at the very bottom?,hf://lmms-lab/ai2d-no-mask/test/000091,0.08073360697975354
ai2d,random_wrong_image,ai2d_test_000153,Which part of the body lies just before the anus?,hf://lmms-lab/ai2d-no-mask/test/000153,ai2d_test_000121,"From the food web shown in the diagram, which organism is the producer?",hf://lmms-lab/ai2d-no-mask/test/000121,0.029676803844987762
ai2d,random_wrong_image,ai2d_test_000153,Which part of the body lies just before the anus?,hf://lmms-lab/ai2d-no-mask/test/000153,ai2d_test_000147,"In the eight phase lunar cycle shown, what position is next to last quarter?",hf://lmms-lab/ai2d-no-mask/test/000147,0.011160165214024558
ai2d,lexical_wrong_image,ai2d_test_000153,Which part of the body lies just before the anus?,hf://lmms-lab/ai2d-no-mask/test/000153,ai2d_test_000146,which part of the diagram is large circle?,hf://lmms-lab/ai2d-no-mask/test/000146,0.1369823983873601
ai2d,lexical_wrong_image,ai2d_test_000153,Which part of the body lies just before the anus?,hf://lmms-lab/ai2d-no-mask/test/000153,ai2d_test_000035,Where are the teeth located?,hf://lmms-lab/ai2d-no-mask/test/000035,0.12384750408129559
ai2d,lexical_wrong_image,ai2d_test_000153,Which part of the body lies just before the anus?,hf://lmms-lab/ai2d-no-mask/test/000153,ai2d_test_000152,Which organ is above the stomach?,hf://lmms-lab/ai2d-no-mask/test/000152,0.09611688939622859
ai2d,lexical_wrong_image,ai2d_test_000153,Which part of the body lies just before the anus?,hf://lmms-lab/ai2d-no-mask/test/000153,ai2d_test_000034,What part passes food to the stomach?,hf://lmms-lab/ai2d-no-mask/test/000034,0.08912670712096425
ai2d,lexical_wrong_image,ai2d_test_000153,Which part of the body lies just before the anus?,hf://lmms-lab/ai2d-no-mask/test/000153,ai2d_test_000091,What lies at the very bottom?,hf://lmms-lab/ai2d-no-mask/test/000091,0.08073360697975354
ai2d,same_topic_wrong_image,ai2d_test_000153,Which part of the body lies just before the anus?,hf://lmms-lab/ai2d-no-mask/test/000153,ai2d_test_000146,which part of the diagram is large circle?,hf://lmms-lab/ai2d-no-mask/test/000146,0.1369823983873601
ai2d,same_topic_wrong_image,ai2d_test_000153,Which part of the body lies just before the anus?,hf://lmms-lab/ai2d-no-mask/test/000153,ai2d_test_000035,Where are the teeth located?,hf://lmms-lab/ai2d-no-mask/test/000035,0.12384750408129559
ai2d,same_topic_wrong_image,ai2d_test_000153,Which part of the body lies just before the anus?,hf://lmms-lab/ai2d-no-mask/test/000153,ai2d_test_000152,Which organ is above the stomach?,hf://lmms-lab/ai2d-no-mask/test/000152,0.09611688939622859
ai2d,same_topic_wrong_image,ai2d_test_000153,Which part of the body lies just before the anus?,hf://lmms-lab/ai2d-no-mask/test/000153,ai2d_test_000034,What part passes food to the stomach?,hf://lmms-lab/ai2d-no-mask/test/000034,0.08912670712096425
ai2d,same_topic_wrong_image,ai2d_test_000153,Which part of the body lies just before the anus?,hf://lmms-lab/ai2d-no-mask/test/000153,ai2d_test_000091,What lies at the very bottom?,hf://lmms-lab/ai2d-no-mask/test/000091,0.08073360697975354
ai2d,same_skill_wrong_image,ai2d_test_000153,Which part of the body lies just before the anus?,hf://lmms-lab/ai2d-no-mask/test/000153,ai2d_test_000146,which part of the diagram is large circle?,hf://lmms-lab/ai2d-no-mask/test/000146,0.1369823983873601
ai2d,same_skill_wrong_image,ai2d_test_000153,Which part of the body lies just before the anus?,hf://lmms-lab/ai2d-no-mask/test/000153,ai2d_test_000035,Where are the teeth located?,hf://lmms-lab/ai2d-no-mask/test/000035,0.12384750408129559
ai2d,same_skill_wrong_image,ai2d_test_000153,Which part of the body lies just before the anus?,hf://lmms-lab/ai2d-no-mask/test/000153,ai2d_test_000152,Which organ is above the stomach?,hf://lmms-lab/ai2d-no-mask/test/000152,0.09611688939622859
ai2d,same_skill_wrong_image,ai2d_test_000153,Which part of the body lies just before the anus?,hf://lmms-lab/ai2d-no-mask/test/000153,ai2d_test_000034,What part passes food to the stomach?,hf://lmms-lab/ai2d-no-mask/test/000034,0.08912670712096425
ai2d,same_skill_wrong_image,ai2d_test_000153,Which part of the body lies just before the anus?,hf://lmms-lab/ai2d-no-mask/test/000153,ai2d_test_000091,What lies at the very bottom?,hf://lmms-lab/ai2d-no-mask/test/000091,0.08073360697975354
ai2d,random_wrong_image,ai2d_test_000154,"The diagram shows four stages in life cycle , between egg and pupa stage , which process must occur?",hf://lmms-lab/ai2d-no-mask/test/000154,ai2d_test_000025,Metamorphic rock becomes magma through what process?,hf://lmms-lab/ai2d-no-mask/test/000025,0.03641894067248632
ai2d,random_wrong_image,ai2d_test_000154,"The diagram shows four stages in life cycle , between egg and pupa stage , which process must occur?",hf://lmms-lab/ai2d-no-mask/test/000154,ai2d_test_000030,What stage is shown by A for the life cycle of a mealworm?,hf://lmms-lab/ai2d-no-mask/test/000030,0.15114603504268556
ai2d,random_wrong_image,ai2d_test_000154,"The diagram shows four stages in life cycle , between egg and pupa stage , which process must occur?",hf://lmms-lab/ai2d-no-mask/test/000154,ai2d_test_000048,What creature is at the top of the food chain?,hf://lmms-lab/ai2d-no-mask/test/000048,0.012856305487251203
ai2d,random_wrong_image,ai2d_test_000154,"The diagram shows four stages in life cycle , between egg and pupa stage , which process must occur?",hf://lmms-lab/ai2d-no-mask/test/000154,ai2d_test_000052,At what stage does the deer fly feed on blood?,hf://lmms-lab/ai2d-no-mask/test/000052,0.07672996674213825
ai2d,random_wrong_image,ai2d_test_000154,"The diagram shows four stages in life cycle , between egg and pupa stage , which process must occur?",hf://lmms-lab/ai2d-no-mask/test/000154,ai2d_test_000088,"What is a flat-topped or rounded flower cluster in which the individual flower stalks arise from about the same point, as in the geranium, milkweed, onion, and chive.",hf://lmms-lab/ai2d-no-mask/test/000088,0.026542949207461093
ai2d,lexical_wrong_image,ai2d_test_000154,"The diagram shows four stages in life cycle , between egg and pupa stage , which process must occur?",hf://lmms-lab/ai2d-no-mask/test/000154,ai2d_test_000055,The diagram shows four stages in the development of a deer fly.  What stage occurs between A & E?,hf://lmms-lab/ai2d-no-mask/test/000055,0.2824813485628874
ai2d,lexical_wrong_image,ai2d_test_000154,"The diagram shows four stages in life cycle , between egg and pupa stage , which process must occur?",hf://lmms-lab/ai2d-no-mask/test/000154,ai2d_test_000156,What stage comes directly after egg?,hf://lmms-lab/ai2d-no-mask/test/000156,0.22574997736039165
ai2d,lexical_wrong_image,ai2d_test_000154,"The diagram shows four stages in life cycle , between egg and pupa stage , which process must occur?",hf://lmms-lab/ai2d-no-mask/test/000154,ai2d_test_000094,"The stages in its life cycle of a dung beetle are labeled A,B,C,D. Which stage is shown at A?",hf://lmms-lab/ai2d-no-mask/test/000094,0.17874822488916678
ai2d,lexical_wrong_image,ai2d_test_000154,"The diagram shows four stages in life cycle , between egg and pupa stage , which process must occur?",hf://lmms-lab/ai2d-no-mask/test/000154,ai2d_test_000157,What stage directly precedes adult?,hf://lmms-lab/ai2d-no-mask/test/000157,0.16069315570105486
ai2d,lexical_wrong_image,ai2d_test_000154,"The diagram shows four stages in life cycle , between egg and pupa stage , which process must occur?",hf://lmms-lab/ai2d-no-mask/test/000154,ai2d_test_000030,What stage is shown by A for the life cycle of a mealworm?,hf://lmms-lab/ai2d-no-mask/test/000030,0.15114603504268556
ai2d,same_topic_wrong_image,ai2d_test_000154,"The diagram shows four stages in life cycle , between egg and pupa stage , which process must occur?",hf://lmms-lab/ai2d-no-mask/test/000154,ai2d_test_000055,The diagram shows four stages in the development of a deer fly.  What stage occurs between A & E?,hf://lmms-lab/ai2d-no-mask/test/000055,0.2824813485628874
ai2d,same_topic_wrong_image,ai2d_test_000154,"The diagram shows four stages in life cycle , between egg and pupa stage , which process must occur?",hf://lmms-lab/ai2d-no-mask/test/000154,ai2d_test_000156,What stage comes directly after egg?,hf://lmms-lab/ai2d-no-mask/test/000156,0.22574997736039165
ai2d,same_topic_wrong_image,ai2d_test_000154,"The diagram shows four stages in life cycle , between egg and pupa stage , which process must occur?",hf://lmms-lab/ai2d-no-mask/test/000154,ai2d_test_000094,"The stages in its life cycle of a dung beetle are labeled A,B,C,D. Which stage is shown at A?",hf://lmms-lab/ai2d-no-mask/test/000094,0.17874822488916678
ai2d,same_topic_wrong_image,ai2d_test_000154,"The diagram shows four stages in life cycle , between egg and pupa stage , which process must occur?",hf://lmms-lab/ai2d-no-mask/test/000154,ai2d_test_000157,What stage directly precedes adult?,hf://lmms-lab/ai2d-no-mask/test/000157,0.16069315570105486
ai2d,same_topic_wrong_image,ai2d_test_000154,"The diagram shows four stages in life cycle , between egg and pupa stage , which process must occur?",hf://lmms-lab/ai2d-no-mask/test/000154,ai2d_test_000030,What stage is shown by A for the life cycle of a mealworm?,hf://lmms-lab/ai2d-no-mask/test/000030,0.15114603504268556
ai2d,same_skill_wrong_image,ai2d_test_000154,"The diagram shows four stages in life cycle , between egg and pupa stage , which process must occur?",hf://lmms-lab/ai2d-no-mask/test/000154,ai2d_test_000055,The diagram shows four stages in the development of a deer fly.  What stage occurs between A & E?,hf://lmms-lab/ai2d-no-mask/test/000055,0.2824813485628874
ai2d,same_skill_wrong_image,ai2d_test_000154,"The diagram shows four stages in life cycle , between egg and pupa stage , which process must occur?",hf://lmms-lab/ai2d-no-mask/test/000154,ai2d_test_000156,What stage comes directly after egg?,hf://lmms-lab/ai2d-no-mask/test/000156,0.22574997736039165
