annotation_id,resource_id,original_id,split,has_image,suggested_missing_type,candidate_reason,human_label,label_confidence,label_note,subject,topic,topic_count,topic_missing_rate,skill,skill_count,skill_missing_rate,grade,category,question,choices,answer,hint,lecture,solution,text_length,word_count
mt0288,r004778,r004778,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.82,AUTO: structural_absence; high-missing group and no explicit visual dependency found.,natural science,biology,4098,0.486822840409956,Identify vertebrates and invertebrates,109,1.0,grade5,Classification,Select the invertebrate.,piranha | West African rubber frog | tiger | peacock butterfly,3,"Hint: Insects, spiders, and worms are invertebrates.","Vertebrates and invertebrates are both groups of animals. A vertebrate has a backbone. The backbone is made of many bones in an animal's back. A vertebrate's backbone helps connect the different parts of its body. In the drawings below, each vertebrate's backbone is colored orange. An invertebrate does not have a backbone. In fact, invertebrates do not have any bones! Some invertebrates have an outer cover on their body called an exoskeleton. Other invertebrates have a soft body.","A tiger is a mammal. Like other mammals, a tiger is a vertebrate. It has a backbone. A piranha is a fish. Like other fish, a piranha is a vertebrate. It has a backbone. A peacock butterfly is an insect. Like other insects, a peacock butterfly is an invertebrate. It does not have a backbone. It has an exoskeleton. A West African rubber frog is an amphibian. Like other amphibians, a West African rubber frog is a vertebrate. It has a backbone.",1077,178
mt0289,r002307,r002307,train,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,structural_absence,0.86,"AUTO: structural_absence; skill/category is primarily text, fact, unit, formula, or source reasoning.",social science,us-history,510,0.0843137254901961,Antebellum Period: abolitionist and proslavery perspectives,1,1.0,grade5,Early 19th century American history,"By 1860, there were almost four million enslaved African American people in the United States. What is an enslaved person?",a person who works for someone else for 4 to 7 years | a person who is owned by someone else | a person who is a criminal | a person who is drafted into the army,1,,,"An enslaved person is a person who is owned by someone else. Slaveholders in the 1800 s had the power to sell, punish, and work an enslaved person. By the antebellum period, or the time period leading up to the Civil War, African American people had been enslaved in North America for over 300 years. By 1860, there were almost four million enslaved African American people in the United States.",689,124
mt0290,r013394,r013394,validation,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.88,AUTO: structural_absence; question and options provide sufficient text evidence.,natural science,units-and-measurement,870,1.0,Choose metric units of mass,83,1.0,grade5,Units and measurement,What is the mass of a pair of boots?,2 grams | 2 kilograms,1,Select the better estimate.,"Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means. Mass is a measurement of how much matter something contains. There are many different units of mass. When you are using metric units, mass may be written with units of grams or kilograms. There are 1,000 grams in 1 kilogram. So, 1 gram is much less than 1 kilogram. A paper clip has a mass of about 1 gram, while a textbook has a mass of about 1 kilogram.",The better estimate for the mass of a pair of boots is 2 kilograms. 2 grams is too light.,664,128
mt0291,r013402,r013402,validation,1,observed_reference,has_image=1 reference sample for calibration,observed,1.00,AUTO: observed; has_image=1 reference sample.,social science,geography,2956,0.0040595399188092,Identify and select countries of Oceania,274,0.0,grade6,Oceania: geography,Which country is highlighted?,Tonga | Tuvalu | the Marshall Islands | Fiji,1,,,This country is Tuvalu.,107,14
mt0292,r012746,r012746,validation,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",accidental_missing,0.90,"AUTO: ambiguous; no explicit visual dependency, but missing-type cannot be decided confidently from text alone. MANUAL REVIEW: image is needed for this item, but has_image=0; relabeled from ambiguous to accidental_missing.",natural science,biology,4098,0.486822840409956,Describe and construct flowering plant life cycles,19,0.2631578947368421,grade4,Plants,Which of the following is true about seeds?,Seeds come in many shapes. But all seeds are black. | Seeds can come in many shapes and colors. | Seeds come in many colors. But all seeds are round.,1,,"Many plants have flowers. These plants can use their flowers to reproduce, or make new plants like themselves. How do plants use their flowers to reproduce? First, the male part of the flower makes pollen, and the female part makes eggs. Animals, wind, or water can move pollen. Pollination is what happens when pollen is moved to the female part of the flower. After pollination, sperm from the pollen can combine with the eggs. This is called fertilization. The fertilized eggs grow into seeds. The fruit grows around the seeds. Later, a seed can fall out of the fruit. It can germinate, or start to grow into a new plant.",Seeds can be big or small. This coconut seed is big. Seeds can be many different shapes. These maple seeds are long and flat. Seeds can be many different colors. These mustard seeds are yellow.,1019,181
mt0293,r006230,r006230,train,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,structural_absence,0.88,AUTO: structural_absence; question and options provide sufficient text evidence.,social science,us-history,510,0.0843137254901961,Susan B. Anthony,1,1.0,grade3,Historical figures,Which of these things did Susan B. Anthony fight for?,freedom from the British | the right to free education | Native American rights | women's right to vote,3,,,"Susan B. Anthony fought for women's right to vote. Susan B. Anthony was born in 1820. At that time, only men could vote. Women could not vote. Susan B. Anthony did not think that was fair. She believed that men and women should have equal rights.",413,72
mt0294,r015236,r015236,validation,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",accidental_missing,0.90,"AUTO: ambiguous; no explicit visual dependency, but missing-type cannot be decided confidently from text alone. MANUAL REVIEW: image is needed for this item, but has_image=0; relabeled from ambiguous to accidental_missing.",natural science,biology,4098,0.486822840409956,Identify functions of animal cell parts,9,1.0,grade4,Cells,Select the part that contains the information that an animal cell uses for growth and activities.,chromosomes | vacuoles | cell membrane,0,,"The cell membrane controls which substances enter and leave the cell. The cell membrane also protects the cell from the outside environment. The cytoplasm is made up of a thick liquid that fills the space inside the cell membrane. The cytoplasm supports the other cell parts and holds them in place. Many important chemical reactions happen in the cytoplasm. The mitochondria break down sugar to release energy that the cell can use. The vacuoles store nutrients, such as sugar, in the cell. Vacuoles also store water and waste. The nucleus directs cell activities. It does this by sending instructions to different parts of the cell. The chromosomes contain the information that the cell uses for...","Chromosomes contain the information that the cell uses for growth and activities. This information helps control what the cell does and how it grows and develops. In animal and plant cells, the chromosomes are inside the nucleus.",1161,186
mt0295,r017657,r017657,test,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",accidental_missing,0.90,"AUTO: ambiguous; text choices may be sufficient, but visual support could be pedagogically relevant. MANUAL REVIEW: image is needed for this item, but has_image=0; relabeled from ambiguous to accidental_missing.",natural science,biology,4098,0.486822840409956,"Identify mammals, birds, fish, reptiles, and amphibians",342,0.2192982456140351,grade5,Classification,Select the bird.,box turtle | emu | piranha | sea otter,1,,"Birds have feathers, two wings, and a beak.","An emu is a bird. It has feathers, two wings, and a beak. Emus cannot fly, but they can run very fast. They run to avoid predators. A box turtle is a reptile. It has scaly, waterproof skin. Box turtles can live to be over 100 years old! A sea otter is a mammal. It has fur and feeds its young milk. Sea otters have very thick fur. Their fur keeps them warm in cold water. A piranha is a fish. It lives underwater. It has fins, not limbs. Piranhas have sharp teeth. Piranhas hunt in groups. A group of piranhas can eat a large animal.",641,123
mt0296,r008023,r008023,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",accidental_missing,0.90,"AUTO: ambiguous; text choices may be sufficient, but visual support could be pedagogically relevant. MANUAL REVIEW: image is needed for this item, but has_image=0; relabeled from ambiguous to accidental_missing.",natural science,biology,4098,0.486822840409956,"Identify mammals, birds, fish, reptiles, and amphibians",342,0.2192982456140351,grade5,Classification,Select the bird.,woodpecker | green tree frog | African bullfrog | sea turtle,0,,"Birds have feathers, two wings, and a beak.","A sea turtle is a reptile. It has scaly, waterproof skin. Sea turtles live in the water, but they lay their eggs on land. A woodpecker is a bird. It has feathers, two wings, and a beak. Woodpeckers have strong beaks. They use their beaks to drill into wood to hunt for food. A green tree frog is an amphibian. It has moist skin and begins its life in water. There are many kinds of tree frogs. Most tree frogs are very small. They can walk on thin branches. An African bullfrog is an amphibian. It has moist skin and begins its life in water. Frogs live near water or in damp places. Most frogs lay their eggs in water.",749,139
mt0297,r000292,r000292,train,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,structural_absence,0.88,AUTO: structural_absence; question and options provide sufficient text evidence.,social science,world-history,65,0.1846153846153846,The Reformation,1,1.0,grade7,Early Modern Europe,"Based on the passage, what was the Protestant Reformation?",a war fought between Catholics in northern and western Europe | a movement demanding that the Catholic Church change some of its practices | a period when people asked Protestant churches to reform their teachings | a conflict between Protestants and people who separated from the Catholic Church,1,"The Protestant Reformation, often called the Reformation, was an important period in European history. Read the following description of the Reformation. Then answer the question below.
Before the 1500s, most people in northern and western Europe followed a Christian religion called Roman Catholicism. The leader of the Roman Catholic Church was called the pope. Many people criticized the pope and the Catholic Church during the Reformation. Catholic leaders were asked to reform, or change, what they were teaching and how they led the Catholic community. Some of the people calling for reform decided to separate from the Catholic Church and became known as Protestants.",,"The Protestant Reformation was a movement demanding that the Catholic Church reform, or change, some of its practices. Catholic leaders were asked to reform, or change, what they were teaching and how they led the Catholic community. Choice ""a period when people asked Protestant churches to reform their teachings"" is incorrect. The Reformation was a period when people asked the Catholic Church to reform. Choice ""a conflict between Protestants and people who separated from the Catholic Church"" is incorrect. The people who left the Catholic Church were not in conflict with Protestants. They were Protestants. Choice ""a war fought between Catholics in northern and western Europe"" is incorrect...",1881,289
mt0298,r009046,r009046,train,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,structural_absence,0.86,"AUTO: structural_absence; skill/category is primarily text, fact, unit, formula, or source reasoning.",social science,us-history,510,0.0843137254901961,The Lewis and Clark Expedition,1,1.0,grade5,Early 19th century American history,"In 1800, where did most Americans live?",near the Atlantic Coast | along the Mississippi River | along the Gulf of Mexico | west of the Appalachian Mountains,0,,,"In 1800, the United States looked like this. The western boundary was the Mississippi River. However, most Americans lived within 50 miles of the Atlantic Coast. The darker parts of the map show where the most people lived. The rest of the country was mostly populated by Native American groups. This map uses census records to show where people lived in the year 1800. In the early 1800 s, the census did not count the Native Americans. This makes it hard for us to know exactly how many Native Americans lived in the western United States.",707,121
mt0299,r004501,r004501,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",accidental_missing,0.90,"AUTO: ambiguous; text choices may be sufficient, but visual support could be pedagogically relevant. MANUAL REVIEW: image is needed for this item, but has_image=0; relabeled from ambiguous to accidental_missing.",natural science,biology,4098,0.486822840409956,"Identify mammals, birds, fish, reptiles, and amphibians",342,0.2192982456140351,grade5,Classification,Select the amphibian.,red-eyed tree frog | eagle ray | red kangaroo | Mojave rattlesnake,0,,Amphibians have moist skin and begin their lives in water.,"A red-eyed tree frog is an amphibian. It has moist skin and begins its life in water. A red-eyed tree frog has sticky pads on its toes. The sticky pads help the red-eyed tree frog hold on to leaves. An eagle ray is a fish. It lives underwater. It has fins, not limbs. Rays have a different shape than many other fish. Rays are large and flat. They have wide, triangle-shaped fins that help them swim long distances. A red kangaroo is a mammal. It has fur and feeds its young milk. Kangaroos hop to move around. They use their large tails for balance while hopping. A Mojave rattlesnake is a reptile. It has scaly, waterproof skin. Rattlesnakes have fangs they can use to inject venom into their prey.",856,151
mt0300,r009738,r009738,train,1,observed_reference,has_image=1 reference sample for calibration,observed,1.00,AUTO: observed; has_image=1 reference sample.,social science,geography,2956,0.0040595399188092,Identify states of the Southeast,14,0.0,grade5,States,Which state is highlighted?,Texas | Tennessee | Florida | Georgia,2,,,This state is Florida.,97,12
mt0301,r007460,r007460,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",accidental_missing,0.90,"AUTO: ambiguous; text choices may be sufficient, but visual support could be pedagogically relevant. MANUAL REVIEW: image is needed for this item, but has_image=0; relabeled from ambiguous to accidental_missing.",natural science,biology,4098,0.486822840409956,"Identify mammals, birds, fish, reptiles, and amphibians",342,0.2192982456140351,grade5,Classification,Select the reptile.,hippopotamus | emerald tree boa | gray wolf | elephant seal,1,,"Reptiles have scaly, waterproof skin. Most reptiles live on land.","An emerald tree boa is a reptile. It has scaly, waterproof skin. Tree boas eat small mammals, birds, lizards, and frogs. Tree boas only need to eat once every few months! A gray wolf is a mammal. It has fur and feeds its young milk. Wolves often live in family groups. A wolf mother, father, and their children travel together. An elephant seal is a mammal. It has hair and feeds its young milk. Seals have flippers instead of arms! They use their flippers to swim underwater or to crawl on the beach. A hippopotamus is a mammal. It has hair and feeds its young milk. Hippopotamuses keep cool by lying in mud or water.",772,136
mt0302,r005370,r005370,train,1,observed_reference,has_image=1 reference sample for calibration,observed,1.00,AUTO: observed; has_image=1 reference sample.,natural science,physics,3215,0.3150855365474339,Identify how particle motion affects temperature and pressure,277,0.0,grade6,Particle motion and energy,Compare the average kinetic energies of the particles in each sample. Which sample has the higher temperature?,sample B | neither; the samples have the same temperature | sample A,2,"The diagrams below show two pure samples of gas in identical closed, rigid containers. Each colored ball represents one gas particle. Both samples have the same number of particles.","The temperature of a substance depends on the average kinetic energy of the particles in the substance. The higher the average kinetic energy of the particles, the higher the temperature of the substance. The kinetic energy of a particle is determined by its mass and speed. For a pure substance, the greater the mass of each particle in the substance and the higher the average speed of the particles, the higher their average kinetic energy.","Each particle in the two samples has the same mass, but the particles in sample A have a higher average speed than the particles in sample B. So, the particles in sample A have a higher average kinetic energy than the particles in sample B. Because the particles in sample A have the higher average kinetic energy, sample A must have the higher temperature.",1169,196
mt0303,r003452,r003452,train,1,observed_reference,has_image=1 reference sample for calibration,observed,1.00,AUTO: observed; has_image=1 reference sample.,natural science,chemistry,1194,0.5510887772194305,Compare concentrations of solutions,295,0.0,grade8,Solutions,Which solution has a higher concentration of purple particles?,neither; their concentrations are the same | Solution B | Solution A,2,The diagram below is a model of two solutions. Each purple ball represents one particle of solute.,"A solution is made up of two or more substances that are completely mixed. In a solution, solute particles are mixed into a solvent. The solute cannot be separated from the solvent by a filter. For example, if you stir a spoonful of salt into a cup of water, the salt will mix into the water to make a saltwater solution. In this case, the salt is the solute. The water is the solvent. The concentration of a solute in a solution is a measure of the ratio of solute to solvent. Concentration can be described in terms of particles of solute per volume of solvent. concentration = particles of solute / volume of solvent","In Solution A and Solution B, the purple particles represent the solute. To figure out which solution has a higher concentration of purple particles, look at both the number of purple particles and the volume of the solvent in each container. Use the concentration formula to find the number of purple particles per milliliter. Solution A has more purple particles per milliliter. So, Solution A has a higher concentration of purple particles.",1300,223
mt0304,r015823,r015823,validation,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",accidental_missing,0.90,"AUTO: ambiguous; text choices may be sufficient, but visual support could be pedagogically relevant. MANUAL REVIEW: image is needed for this item, but has_image=0; relabeled from ambiguous to accidental_missing.",natural science,biology,4098,0.486822840409956,"Identify mammals, birds, fish, reptiles, and amphibians",342,0.2192982456140351,grade5,Classification,Select the bird.,Surinam horned frog | cassowary | western toad | poison dart frog,1,,"Birds have feathers, two wings, and a beak.","A poison dart frog is an amphibian. It has moist skin and begins its life in water. Poison dart frogs come in many bright colors. Their bright color warns other animals that these frogs are poisonous. A western toad is an amphibian. It has moist skin and begins its life in water. Toads do not have teeth! They swallow their food whole. A Surinam horned frog is an amphibian. It has moist skin and begins its life in water. Frogs live near water or in damp places. Most frogs lay their eggs in water. A cassowary is a bird. It has feathers, two wings, and a beak. Cassowaries have wings, but they cannot fly! They can run very fast.",767,139
mt0305,r013588,r013588,validation,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,structural_absence,0.88,AUTO: structural_absence; question and options provide sufficient text evidence.,social science,us-history,510,0.0843137254901961,Thomas Edison,1,1.0,grade2,Historical figures,Complete the sentence. Thomas Edison was a famous ().,inventor | athlete | soldier | composer,0,,,"Thomas Alva Edison was a famous inventor. An inventor is someone who comes up with new ideas and tools. Thomas Edison came up with many different inventions during his life. Some of them were successful, and some of them were not. A few of them changed the way that people live every day.",391,66
mt0306,r009618,r009618,train,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,structural_absence,0.88,AUTO: structural_absence; question and options provide sufficient text evidence.,social science,us-history,510,0.0843137254901961,Abraham Lincoln,2,1.0,grade3,Historical figures,What is Abraham Lincoln famous for?,He helped write the Declaration of Independence. | He gave women the right to vote. | He helped to end slavery.,2,,,Abraham Lincoln was the 16 th president of the United States. He is famous for helping to end slavery. He is also famous for leading the country through the Civil War.,323,56
mt0307,r006114,r006114,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.82,AUTO: structural_absence; high-missing group and no explicit visual dependency found.,natural science,biology,4098,0.486822840409956,Identify animals with and without backbones,53,1.0,grade2,Classification,Select the animal that does not have a backbone.,dung beetle | tiger,0,"Hint: Insects, spiders, and worms do not have backbones.","Some animals have a backbone. The backbone is made of many bones in an animal's back. An animal's backbone helps connect the different parts of its body. In the drawings below, each animal's backbone is colored orange. Other animals do not have a backbone. In fact, these animals don't have any bones! Some animals without backbones have a hard outer cover. Other animals have a soft body.","A tiger is a mammal. Like other mammals, a tiger has a backbone. A dung beetle is an insect. Like other insects, a dung beetle does not have a backbone. It has a hard outer cover.",700,124
mt0308,r017106,r017106,test,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,structural_absence,0.88,AUTO: structural_absence; question and options provide sufficient text evidence.,natural science,literacy-in-science,34,0.1470588235294118,Science literacy: how does the nervous system produce phantom pain?,2,1.0,grade8,Anatomy and physiology,Why might a person have a limb amputated?,"After an accident, the limb is too badly injured to heal. | The limb has healed from a serious disease.",0,"If a person's body is damaged, the body can often heal itself. But sometimes, disease or injury can cause damage that is too severe to heal. When a limb is too severely damaged to heal, it may need to be amputated, or removed.
For example, a doctor can treat an infected limb with medicine. But if the infection does not go away, it can spread to the rest of the person's body. To stop the infection from spreading, the infected limb may need to be amputated.
In other cases, when a limb is badly injured, the skin, bones, muscles, and nerves may be severely damaged. If the damaged tissue cannot heal, it may die. The severely damaged or dead tissue then needs to be amputated.",,,829,152
mt0309,r004255,r004255,train,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,structural_absence,0.86,"AUTO: structural_absence; skill/category is primarily text, fact, unit, formula, or source reasoning.",social science,us-history,510,0.0843137254901961,The Constitutional Convention,1,1.0,grade7,The Early Republic,"In 1787, a group of representatives from the states wrote the United States Constitution. What is the Constitution?",the announcement of the colonies' independence from Great Britain | a list of the rights and powers that every state constitution must include | the written plan for the government of the United States | the peace treaty that ended the Revolutionary War,2,,,"The United States Constitution is the written plan for the government of the United States. It describes the structure and powers of the central government and is one of the country's founding documents. How was the Constitution written? The Constitution was written in 1787 by a group of representatives from the states. Their four-month meeting was later called the Constitutional Convention. The representatives created the government structure that is still in place today, more than 200 years later!",883,136
mt0310,r018033,r018033,test,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",accidental_missing,0.90,"AUTO: ambiguous; no explicit visual dependency, but missing-type cannot be decided confidently from text alone. MANUAL REVIEW: image is needed for this item, but has_image=0; relabeled from ambiguous to accidental_missing.",natural science,biology,4098,0.486822840409956,Describe and construct flowering plant life cycles,19,0.2631578947368421,grade4,Plants,What can seeds look like?,"Seeds are always small. | Seeds can be many shapes, colors, and sizes. | Seeds are always black or white. | Seeds are always round or oval-shaped.",1,,"Many plants have flowers. These plants can use their flowers to reproduce, or make new plants like themselves. How do plants use their flowers to reproduce? First, the male part of the flower makes pollen, and the female part makes eggs. Animals, wind, or water can move pollen. Pollination is what happens when pollen is moved to the female part of the flower. After pollination, sperm from the pollen can combine with the eggs. This is called fertilization. The fertilized eggs grow into seeds. The fruit grows around the seeds. Later, a seed can fall out of the fruit. It can germinate, or start to grow into a new plant.",Seeds can be big or small. This coconut seed is big. Seeds can be many different shapes. These maple seeds are long and flat. Seeds can be more than one color. These pistachio seeds are green and brown.,1008,177
mt0311,r011641,r011641,train,0,ambiguous_missing_candidate,"has_image=0 and topic/skill missing_rate in [0.35, 0.65] or fallback",accidental_missing,0.90,"AUTO: ambiguous; no explicit visual dependency, but missing-type cannot be decided confidently from text alone. MANUAL REVIEW: image is needed for this item, but has_image=0; relabeled from ambiguous to accidental_missing.",natural science,biology,4098,0.486822840409956,Identify functions of plant cell parts,10,1.0,grade7,Cells,Select the part whose main job is to direct a plant cell's activities by sending instructions to different parts of the cell.,cytoplasm | Golgi | nucleus | cell membrane,2,,Plant cells are made up of many different parts. Each cell part has a function that helps the cell survive and grow. Some cell parts are called organelles. Organelles are cell structures that are surrounded by their own membranes. Here are some of the organelles in plant cells: Chloroplasts and mitochondria work together to help the cell get the energy it needs. The chloroplasts use photosynthesis to make sugar. The mitochondria break down this sugar and release energy that the cell can use for all of its activities. The nucleus directs cell activities by sending instructions to different parts of the cell. The nucleus contains structures called chromosomes. The chromosomes are made mostl...,"The nucleus is the master control center for cell activities. The nucleus sends signals and instructions to different parts of the cell. Not every cell has a nucleus, but most plant and animal cells have one.",2760,455
mt0312,r020185,r020185,test,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.95,AUTO: structural_absence; language item is answerable from text/options without image.,language science,reference-skills,724,1.0,Use guide words,697,1.0,grade5,Reference skills,Which word would you find on a dictionary page with the following guide words? silver - strait,soil | swap,0,,"Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order. To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on. If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.","Put the words in alphabetical order. Since soil is between the guide words silver - strait, it would be found on that page.",793,146
mt0313,r004882,r004882,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.95,AUTO: structural_absence; language item is answerable from text/options without image.,language science,figurative-language,1260,1.0,Interpret figures of speech,257,1.0,grade10,Literary devices,"What does the hyperbole in this text suggest? When you smile The whole world stops and stares for a while —Bruno Mars, ""Just the Way You Are""",This person has an attention-getting smile. | People always stare at this person's smile.,0,,Figures of speech are words or phrases that use language in a nonliteral or unusual way. They can make writing more expressive. Hyperbole is an obvious exaggeration that is not meant to be taken literally. I ate so much that I think I might explode!,"The text uses hyperbole, an obvious exaggeration that is not meant to be taken literally. The hyperbole the whole world stops and stares for a while suggests that this person has an attention-getting smile. Her smile does not literally cause all the people on earth to stop in their tracks.",778,135
mt0314,r005612,r005612,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.95,AUTO: structural_absence; language item is answerable from text/options without image.,language science,figurative-language,1260,1.0,"Classify the figure of speech: euphemism, hyperbole, oxymoron, paradox",94,1.0,grade11,Literary devices,"Which figure of speech is used in this text? Kaylee and Eddie had met before through mutual friends, but they had never been alone together until their first date.",hyperbole | oxymoron,1,,"Figures of speech are words or phrases that use language in a nonliteral or unusual way. They can make writing more expressive. A euphemism is a polite or indirect expression that is used to de-emphasize an unpleasant topic. The head of Human Resources would never refer to firing people, only to laying them off. Hyperbole is an obvious exaggeration that is not meant to be taken literally. I ate so much that I think I might explode! An oxymoron is a joining of two seemingly contradictory terms. Some reviewers are calling this book a new classic. A paradox is a statement that might at first appear to be contradictory, but that may in fact contain some truth. Always expect the unexpected.","The text uses an oxymoron, a joining of two seemingly contradictory terms. Alone together is a contradiction, because being alone means by yourself, but together means with someone else.",1072,181
mt0315,r010432,r010432,train,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.82,AUTO: structural_absence; high-missing group and no explicit visual dependency found.,natural science,physics,3215,0.3150855365474339,Identify whether objects are accelerating,20,1.0,grade8,"Velocity, acceleration, and forces",Which statement describes the boy's motion?,The boy has a constant velocity. | The boy is accelerating.,0,A boy is lying still in his bed as he sleeps through the night.,"An object's velocity describes its speed and its direction. An object has a constant velocity when neither its speed nor its direction is changing. So, an object has a constant velocity when the object is: moving in a straight line at a constant speed, or remaining motionless. If an object does not have a constant velocity, the object is accelerating. An object is accelerating when either its speed or its direction is changing. So, an object is accelerating when the object is: speeding up, slowing down, or changing direction.","The boy is remaining motionless. So, the boy has a constant velocity.",774,131
mt0316,r017957,r017957,test,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.86,"AUTO: structural_absence; skill/category is primarily text, fact, unit, formula, or source reasoning.",natural science,biology,4098,0.486822840409956,Genetics vocabulary: dominant and recessive,205,1.0,grade8,Genes to traits,"Based on this information, what is this plant's phenotype for the growth pattern trait?",bush growth | climbing growth,1,"This passage describes the growth pattern trait in rose plants:

In a group of rose plants, some individuals have climbing growth and others have bush growth. In this group, the gene for the growth pattern trait has two alleles. The allele for bush growth (g) is recessive to the allele for climbing growth (G).
A certain rose plant from this group has the homozygous genotype GG for the growth pattern gene.","All organisms have pieces of hereditary material called genes, which are passed from parents to offspring. Genes contain instructions for building the parts of an organism. An organism's genes affect its observable traits, including its appearance, its behavior, and which diseases it may have. Genes may have different alleles, or forms, that can cause different versions of a trait. For example, flower color is a trait in pea plants. The gene for this trait has two possible alleles. Each allele is represented by an uppercase or lowercase letter. The allele F is for purple flowers, and the allele f is for white flowers. Each pea plant has two alleles for the flower color gene—one allele inh...","The rose plant's genotype for the growth pattern gene is GG. The rose plant's genotype of GG has only G allelles. The G allele is for climbing growth. So, the rose plant's phenotype for the growth pattern trait must be climbing growth. To check this answer, consider whether the rose plant's alleles are dominant or recessive. The allele for bush growth (g) is recessive to the allele for climbing growth (G). This means G is a dominant allele, and g is a recessive allele. The rose plant's genotype of GG has two dominant alleles. An organism with at least one dominant allele for a gene will have the dominant allele's version of the trait. So, the rose plant's phenotype for the growth pattern ...",3918,685
mt0317,r015164,r015164,validation,0,accidental_missing_candidate,has_image=0 but reliable topic/skill missing_rate <= 0.2; check sparse skill stats manually,structural_absence,0.86,"AUTO: structural_absence; skill/category is primarily text, fact, unit, formula, or source reasoning.",social science,us-history,510,0.0843137254901961,Jackie Robinson,1,1.0,grade3,Historical figures,What sport did Jackie Robinson play for a living?,baseball | soccer | volleyball | hockey,0,,,Jackie Robinson played baseball for a living. He played for a team called the Brooklyn Dodgers. This picture shows him in his Dodgers uniform.,241,37
mt0318,r016463,r016463,validation,0,structural_absence_candidate,has_image=0 and topic/skill missing_rate >= 0.9,structural_absence,0.86,"AUTO: structural_absence; skill/category is primarily text, fact, unit, formula, or source reasoning.",natural science,biology,4098,0.486822840409956,Genetics vocabulary: genotype and phenotype,251,1.0,grade6,Genes to traits,"Based on this information, what is this tomato plant's phenotype for the fruit color trait?",red fruit | FF,0,"In a group of tomato plants, some individuals have red fruit and others have yellow fruit. In this group, the gene for the fruit color trait has two alleles. The allele F is for red fruit, and the allele f is for yellow fruit.
A certain tomato plant from this group has red fruit. This plant has two alleles for red fruit.","All organisms have pieces of hereditary material called genes, which are passed from parents to offspring. Genes contain instructions for building the parts of an organism. An organism's genes affect its observable traits, including its appearance, its behavior, and which diseases it may have. Genes may have different alleles, or forms, that can cause different versions of a trait. For example, flower color is a trait in pea plants. The gene for this trait has two possible alleles. Each allele is represented by an uppercase or lowercase letter. The allele F is for purple flowers, and the allele f is for white flowers. Each pea plant has two alleles for the flower color gene—one allele inh...","An organism's phenotype for a trait is its observable version of that trait. The tomato plant's observable version of the fruit color trait is red fruit. So, the plant's phenotype for the fruit color trait is red fruit.",1764,308
