dataset,sample_id,original_id,split,question,choices,answer,text_context,image_ref,has_image,subject,topic,skill,evidence_type,modality_case,answer_format,source_task
scienceqa,r018534,r018534,test,"Which logical fallacy is used in the text?
Mr. McCormick argues that we need to do more to prevent workplace injuries and fatalities. I doubt that someone so socially awkward would know a thing about office safety.",ad hominem: a personal attack against one's opponent | circular reasoning: an argument that supports a claim with the claim itself,0,"lecture: A strong argument uses valid reasoning and logic in support of a claim. When an argument or claim introduces irrelevant information or misrepresents the issues at hand, it may be committing a logical fallacy. Logical fallacies can hurt a writer's credibility and can lead readers to draw false conclusions.
A logical fallacy may present irrelevant information:
Fallacy | Description
ad hominem | a personal attack meant to discredit one's opponent
appeal to nature | an argument that assumes the natural choice is always the best choice
bandwagon fallacy | an argument that assumes the popular choice is always the best choice
circular reasoning | an argument that supports a claim with the claim itself
guilt by association | an unfair negative association with another person or group that is intended to discredit someone or something
red herring | the use of a completely unrelated topic in support of a claim
A logical fallacy may misrepresent the issues at hand:
Fallacy | Description
false causation | the assumption that because two things happened together, one caused the other
false dichotomy | an argument that presents only two choices when more options exist
hasty generalization | a very broad claim based on very little evidence
straw man | a misrepresentation of an opponent's position that makes it easier to argue against
solution: The text argues that being socially awkward determines knowledge of workplace safety. This is a personal attack that isn't relevant to Mr. McCormick's desire to prevent workplace injuries. This illustrates a type of logical fallacy known as ad hominem.",,0,language science,writing-strategies,Classify logical fallacies,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r003389,r003389,train,Which continent is highlighted?,North America | Australia | Asia | Antarctica,2,"lecture: A continent is one of the major land masses on the earth. Most people say there are seven continents.
solution: This continent is Asia.","{""bytes"": ""<bytes:74157>"", ""path"": ""image.png""}",1,social science,geography,Identify oceans and continents,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r015901,r015901,validation,Select the mammal below.,cane toad | sea otter,1,"hint: Mammals have hair or fur and feed their young milk. A rabbit is an example of a mammal.
lecture: Birds, mammals, fish, reptiles, and amphibians are groups of animals. The animals in each group have traits in common.
Scientists sort animals into groups based on traits they have in common. This process is called classification.
solution: A cane toad is an amphibian. It has moist skin and begins its life in water.
Toads do not have teeth! They swallow their food whole.
A sea otter is a mammal. It has fur and feeds its young milk.
Sea otters have very thick fur. Their fur keeps them warm in cold water.","{""bytes"": ""<bytes:64628>"", ""path"": ""image.png""}",1,natural science,biology,"Identify mammals, birds, fish, reptiles, and amphibians",text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r007999,r007999,train,Which is a compound sentence?,"Emmett practiced pitching the ball, so he became even better. | China grows most of the wheat in the world.",0,"lecture: A simple sentence is a sentence with only one subject and predicate.
The pitcher threw the ball to first base.
A compound sentence is two simple sentences joined by a comma and a conjunction such as and, but, or, or so.
The pitcher threw the ball, and the batter hit it.
Some simple sentences have a compound subject or a compound predicate, but they are not compound sentences.
Anna and James will watch the fireworks tonight.
This simple sentence has a compound subject, Anna and James.
The singers bowed and walked off the stage.
This simple sentence has a compound predicate, bowed and walked off the stage.
Some simple sentences have introductory phrases, but they are not compound sentences. The introductory phrase is part of the predicate.
In the winter, Farmer Ben wears his heavy coat.
This is a simple sentence. There is one subject, Farmer Ben, and one predicate, wears his heavy coat in the winter.
solution: The first sentence is the compound sentence. It is made up of two simple sentences joined by a comma and the conjunction so.
Emmett practiced pitching the ball, so he became even better.",,0,language science,grammar,Is the sentence simple or compound?,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r009696,r009696,train,"What does the idiom in this text suggest?
""Speak of the devil!"" Candice declared when Johnny strolled into the room.",Candice had just been speaking about Johnny. | Candice thought Johnny was a troublemaker.,0,"lecture: Figures of speech are words or phrases that use language in a nonliteral or unusual way. They can make writing more expressive.
An idiom is an expression that cannot be understood literally. Its meaning must be learned.
The assignment was a piece of cake.
solution: The text uses an idiom, an expression that cannot be understood literally.
The idiom speak of the devil suggests that Candice had just been speaking about Johnny. People say this when the person they've just been speaking about coincidentally arrives, as if summoned.",,0,language science,figurative-language,Interpret figures of speech,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r012086,r012086,train,Which continent is highlighted?,Antarctica | Europe | North America | Australia,1,"lecture: A continent is one of the major land masses on the earth. Most people say there are seven continents.
solution: This continent is Europe.","{""bytes"": ""<bytes:73999>"", ""path"": ""image.png""}",1,social science,geography,Oceans and continents,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r004583,r004583,train,Which ocean is highlighted?,the Pacific Ocean | the Arctic Ocean | the Atlantic Ocean | the Indian Ocean,0,"lecture: Oceans are huge bodies of salt water. The world has five oceans. All of the oceans are connected, making one world ocean.
solution: This is the Pacific Ocean.","{""bytes"": ""<bytes:75526>"", ""path"": ""image.png""}",1,social science,geography,Oceans and continents,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r008174,r008174,train,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,The magnitude of the magnetic force is smaller in Pair 1. | The magnitude of the magnetic force is the same in both pairs. | The magnitude of the magnetic force is smaller in Pair 2.,0,"hint: The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material, but some of them are different sizes.
lecture: Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by using magnets of different sizes. The magnitude of the magnetic force is smaller when the magnets are smaller.
solution: The magnets in Pair 2 attract. The magnets in Pair 1 repel. But whether the magnets attract or repel affects only the direction of the magnetic force. It does not affect the magnitude of the magnetic force.
Magnet sizes affect the magnitude of the magnetic force. Imagine magnets that are the same shape and made of the same material. The smaller the magnets, the smaller the magnitude of the magnetic force between them.
Magnet A is the same size in both pairs. But Magnet B is smaller in Pair 1 than in Pair 2. So, the magnitude of the magnetic force is smaller in Pair 1 than in Pair 2.","{""bytes"": ""<bytes:11273>"", ""path"": ""image.png""}",1,natural science,physics,Compare magnitudes of magnetic forces,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r017456,r017456,test,What is the capital of Missouri?,Salem | Saint Louis | Jefferson City | Kansas City,2,solution: Jefferson City is the capital of Missouri.,"{""bytes"": ""<bytes:65552>"", ""path"": ""image.png""}",1,social science,geography,Identify state capitals of the Midwest,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r000622,r000622,train,"Would you find the word hickory on a dictionary page with the following guide words?
head - hurry",yes | no,0,"lecture: Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.
solution: Put the words in alphabetical order.
Since hickory is between the guide words head - hurry, it would be found on that page.",,0,language science,reference-skills,Use guide words,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r007941,r007941,train,"Which change better matches the sentence?
A river dries up after a few years of no rain.",drought | flood,0,,,0,natural science,earth-science,Classify changes to Earth's surface,question_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r003244,r003244,train,Identify the question that Sam's experiment can best answer.,Does apple juice expand more or less than water when it freezes? | Does water freeze more quickly than apple juice?,0,"hint: The passage below describes an experiment. Read the passage and then follow the instructions below.

Sam poured 30 milliliters of water into each of six measuring cups. He poured the same volume of apple juice into another six measuring cups. He kept the measuring cups in a freezer for 48 hours. Sam then observed the frozen liquids' volumes in the measuring cups. He measured the amount the volumes increased to see how much the liquids had expanded while freezing. He compared how much the water expanded to how much the apple juice expanded.
Figure: water in a measuring cup.
lecture: Experiments can be designed to answer specific questions. How can you identify the questions that a certain experiment can answer? In order to do this, you need to figure out what was tested and what was measured during the experiment.
Imagine an experiment with two groups of daffodil plants. One group of plants was grown in sandy soil, and the other was grown in clay soil. Then, the height of each plant was measured.
First, identify the part of the experiment that was tested. The part of an experiment that is tested usually involves the part of the experimental setup that is different or changed. In the experiment described above, each group of plants was grown in a different type of soil. So, the effect of growing plants in different soil types was tested.
Then, identify the part of the experiment that was measured. The part of the experiment that is measured may include measurements and calculations. In the experiment described above, the heights of the plants in each group were measured.
Experiments can answer questions about how the part of the experiment that is tested affects the part that is measured. So, the experiment described above can answer questions about how soil type affects plant height.
Examples of questions that this experiment can answer include:
Does soil type affect the height of daffodil plants?
Do daffodil plants in sandy soil grow taller than daffodil plants in clay soil?
Are daffodil plants grown in sandy soil shorter than daffodil plants grown in clay soil?","{""bytes"": ""<bytes:84908>"", ""path"": ""image.png""}",1,natural science,science-and-engineering-practices,Identify the experimental question,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r016686,r016686,validation,Which text uses the word nauseous in its traditional sense?,"The odor emanating from the landfill made Shannon so nauseous that she had to roll up the car windows as she drove past. | Shannon couldn't tolerate the nauseous odor emanating from the landfill, so she rolled up her car windows as she drove past.",1,"lecture: Words change in meaning when speakers begin using them in new ways. For example, the word peruse once only meant to examine in detail, but it's now also commonly used to mean to look through in a casual manner.
When a word changes in meaning, its correct usage is often debated. Although a newer sense of the word may be more commonly used, many people consider a word's traditional definition to be the correct usage. Being able to distinguish the different uses of a word can help you use it appropriately for different audiences.
Britney perused her notes, carefully preparing for her exam.
The traditional usage above is considered more standard.
David perused the magazine, absentmindedly flipping through the pages.
The nontraditional usage above is now commonly used, but traditional style guides generally advise against it.
solution: The second text uses nauseous in its traditional sense: causing disgust or nausea.
Shannon couldn't tolerate the nauseous odor emanating from the landfill, so she rolled up her car windows as she drove past.
The first text uses nauseous in its nontraditional sense: feeling disgusted or nauseated.
The odor emanating from the landfill made Shannon so nauseous that she had to roll up the car windows as she drove past.
Most style guides recommend to use the traditional sense of the word nauseous because it is considered more standard.",,0,language science,writing-strategies,Explore words with new or contested usages,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r011779,r011779,train,Which ocean is highlighted?,the Arctic Ocean | the Atlantic Ocean | the Indian Ocean | the Southern Ocean,3,"lecture: Oceans are huge bodies of salt water. The world has five oceans. All of the oceans are connected, making one world ocean.
solution: This is the Southern Ocean.
The Southern Ocean reaches from the shores of Antarctica to 60° South latitude.","{""bytes"": ""<bytes:74828>"", ""path"": ""image.png""}",1,social science,geography,Oceans and continents,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r016819,r016819,validation,"Which logical fallacy is used in the text?
Don't ever get a ride from Elizabeth. Her brother has been driving for only six months, and he's already gotten three speeding tickets.",hasty generalization: a very broad claim based on very little evidence | guilt by association: a negative association intended to discredit someone or something,1,"lecture: A strong argument uses valid reasoning and logic in support of a claim. When an argument or claim introduces irrelevant information or misrepresents the issues at hand, it may be committing a logical fallacy. Logical fallacies can hurt a writer's credibility and can lead readers to draw false conclusions.
A logical fallacy may present irrelevant information:
Fallacy | Description
ad hominem | a personal attack meant to discredit one's opponent
appeal to nature | an argument that assumes the natural choice is always the best choice
bandwagon fallacy | an argument that assumes the popular choice is always the best choice
circular reasoning | an argument that supports a claim with the claim itself
guilt by association | an unfair negative association with another person or group that is intended to discredit someone or something
red herring | the use of a completely unrelated topic in support of a claim
A logical fallacy may misrepresent the issues at hand:
Fallacy | Description
false causation | the assumption that because two things happened together, one caused the other
false dichotomy | an argument that presents only two choices when more options exist
hasty generalization | a very broad claim based on very little evidence
straw man | a misrepresentation of an opponent's position that makes it easier to argue against
solution: The text argues that Elizabeth must be a reckless driver, because her brother is a reckless driver. However, even though Elizabeth's brother is reckless, that doesn't necessarily mean that Elizabeth is, too. This illustrates a type of logical fallacy known as guilt by association.",,0,language science,writing-strategies,Classify logical fallacies,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r016024,r016024,validation,"Complete the sentence.
According to the Seventh Amendment, the () has the final say in deciding who wins a court case.",jury | Electoral College | judge | chief of police,0,"solution: According to the Seventh Amendment, the jury has the final say in deciding who wins a court case. The judge is usually not allowed to change a jury's decision. A jury is a group of regular citizens who listen to a trial. Then they decide together which side is right. In the United States, juries are supposed to come from the area where the crime or disagreement took place. Most trial juries have between 6 and 12 people, called jurors. If you are an American citizen, you may be asked to be on a jury someday! Part of the text of the Seventh Amendment is below. What kind of trials does the amendment talk about? In suits at common law. . .the right of trial by jury shall be preserved, and no fact tried by a jury, shall be otherwise re-examined in any court of the United States, than according to the rules of the common law.",,0,social science,civics,The Bill of Rights,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r003777,r003777,train,"Which word would you find on a dictionary page with the following guide words?
map - midnight",me | moose,0,"lecture: Guide words appear on each page of a dictionary. They tell you the first word and last word on the page. The other words on the page come between the guide words in alphabetical order.
To put words in alphabetical order, put them in order by their first letters. If the first letters are the same, look at the second letters. If the second letters are the same, look at the third letters, and so on.
If one word is shorter, and there are no more letters to compare, then the shorter word comes first in alphabetical order. For example, be comes before bed.
solution: Put the words in alphabetical order.
Since me is between the guide words map - midnight, it would be found on that page.",,0,language science,reference-skills,Use guide words,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r005914,r005914,train,"What do these two changes have in common?
knitting yarn into a scarf
using a large magnet to remove pieces of iron from a junkyard",Both are caused by cooling. | Both are chemical changes. | Both are only physical changes. | Both are caused by heating.,2,"lecture: Matter is made of very small particles called atoms. Atoms can be linked together by chemical bonds. When two or more atoms link together, they form a molecule.
In a chemical change, the chemical bonds in the molecules break. The atoms then link together to form different molecules. The types of molecules in matter before and after a chemical change are always different.
Some chemical changes are caused by heating or cooling. For example, burning a piece of paper is a chemical change caused by heating. As paper burns, paper molecules react with oxygen molecules in the air. This reaction breaks the chemical bonds in the molecules. The atoms then link together in a different way to form different molecules. For example, carbon dioxide molecules are formed when paper burns.
In a physical change, chemical bonds do not break. The types of molecules in matter before and after a physical change are always the same.
A change of state is a type of physical change. Changes of state can be caused by heating or cooling. For example, water vaporizing is a physical change that can be caused by heating. Liquid water and water vapor are made of the same type of matter: water.
The law of conservation of mass says that all physical and chemical changes conserve mass. Conserve means to keep the same. So, the total mass before a physical or chemical change is equal to the total mass after the change.
solution: Step 1: Think about each change.
Knitting yarn into a scarf is a physical change. The yarn gets a different shape, but it is still made of the same type of matter.
Using a large magnet to remove pieces of iron from a junkyard is a physical change. Both the iron and the magnet are still made of the same type of matter as before.
Step 2: Look at each answer choice.
Both are only physical changes.
Both changes are physical changes. No new matter is created.
Both are chemical changes.
Both changes are physical changes. They are not chemical changes.
Both are caused by heating.
Neither change is caused by heating.
Both are caused by cooling.
Neither change is caused by cooling.",,0,natural science,chemistry,Compare physical and chemical changes,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r020315,r020315,test,Which correctly shows the title of a movie?,"""What Love Is For"" | ***What Love Is For***",1,"lecture: The title of a book, movie, play, TV show, magazine, or newspaper should be in italics. If you write it by hand, it can be underlined instead.
A Midsummer Night's Dream
The title of a poem, song, article, or short story should be in quotation marks.
""You Are My Sunshine""
solution: A movie should be in italics.
The correct title is **What Love Is For**.",,0,language science,punctuation,Formatting titles,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r020236,r020236,test,Which country is highlighted?,the Dominican Republic | Grenada | Dominica | Haiti,0,"solution: This country is the Dominican Republic.
Why does the Dominican Republic share its island with another country?
The Dominican Republic and Haiti share the island of Hispaniola. It is home to the earliest European settlements in the Americas. Christopher Columbus founded the first European settlement on the island in 1492 during his first voyage across the Atlantic.
Though many people lived on the island before Columbus's arrival, European countries quickly began to colonize the island. Eventually France and Spain both established colonies. The Spanish colony eventually became the country of the Dominican Republic, and the French colony eventually became the country of Haiti. Today, people in the two countries speak different languages and have many cultural differences.","{""bytes"": ""<bytes:48568>"", ""path"": ""image.png""}",1,social science,geography,Identify and select countries of the Caribbean,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r002989,r002989,train,Which property do these two objects have in common?,breakable | soft,1,"hint: Select the better answer.
lecture: An object has different properties. A property of an object can tell you how it looks, feels, tastes, or smells.
Different objects can have the same properties. You can use these properties to put objects into groups.
solution: Look at each object.
For each object, decide if it has that property.
A breakable object will break into pieces if you drop it. Neither of the objects are breakable.
A soft object changes shape when you squeeze it. Both objects are soft.
The property that both objects have in common is soft.","{""bytes"": ""<bytes:24308>"", ""path"": ""image.png""}",1,natural science,physics,Compare properties of objects,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r011409,r011409,train,Select the organism in the same species as the North American beaver.,Lynx canadensis | Castor canadensis | Nerodia clarkii,1,"hint: This organism is a North American beaver. Its scientific name is Castor canadensis.
lecture: Scientists use scientific names to identify organisms. Scientific names are made of two words.
The first word in an organism's scientific name tells you the organism's genus. A genus is a group of organisms that share many traits.
A genus is made up of one or more species. A species is a group of very similar organisms. The second word in an organism's scientific name tells you its species within its genus.
Together, the two parts of an organism's scientific name identify its species. For example Ursus maritimus and Ursus americanus are two species of bears. They are part of the same genus, Ursus. But they are different species within the genus. Ursus maritimus has the species name maritimus. Ursus americanus has the species name americanus.
Both bears have small round ears and sharp claws. But Ursus maritimus has white fur and Ursus americanus has black fur.
solution: A North American beaver's scientific name is Castor canadensis.
Castor canadensis has the same scientific name as a North American beaver. So, these organisms are in the same species.
Lynx canadensis does have the same species within its genus as a North American beaver, but they are not in the same genus! They do not have the same scientific name as each other. So, these organisms are not in the same species.
Nerodia clarkii does not have the same scientific name as a North American beaver. So, Castor canadensis and Nerodia clarkii are not in the same species.","{""bytes"": ""<bytes:60196>"", ""path"": ""image.png""}",1,natural science,biology,Use scientific names to classify organisms,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r019635,r019635,test,What is the temperature of a warm loaf of bread?,65°F | 65°C,1,"hint: Select the better estimate.
lecture: Measurements are written with both a number and a unit. The unit comes after the number. The unit shows what the number means.
Temperature can be written with units of degrees Fahrenheit (°F) or Celsius (°C). Use the list below to compare the two units.
212°F | Water boils | 100°C
98.6°F | Body temperature | 37°C
68°F | Room temperature | 20°C
32°F | Water freezes | 0°C
solution: The better estimate for the temperature of a warm loaf of bread is 65°C.
65°F is too cold.",,0,natural science,units-and-measurement,Estimate temperatures,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r008024,r008024,train,What is the greater flamingo's scientific name?,Phoenicopterus roseus | Phoenicopterus andinus,0,"hint: The greater flamingo, like other flamingos, often has pink feathers. The greater flamingo's scientific name refers to its pink, or rose-like, color.
lecture: When a scientist identifies a new organism, he or she chooses its scientific name.
Sometimes, an organism is named after the place where it was first found. Other times, an organism is named after the scientist who first identified it. Or, the scientific name might describe the organism's physical traits.
Many of the words that make up scientific names are based on words from old languages, like Latin and classical Greek. Sometimes, English words are changed to make them sound more like Latin or Greek. The new words are then used in an organism's scientific name.
solution: This organism's scientific name refers to its pink or rose-like color.
The word roseus refers to the word rose. So, the greater flamingo's scientific name is Phoenicopterus roseus.","{""bytes"": ""<bytes:36331>"", ""path"": ""image.png""}",1,natural science,biology,Origins of scientific names,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r012052,r012052,train,What is the capital of Tennessee?,Columbia | Bismarck | Jackson | Nashville,3,solution: Nashville is the capital of Tennessee.,"{""bytes"": ""<bytes:65622>"", ""path"": ""image.png""}",1,social science,geography,Identify state capitals of the Southeast,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r002799,r002799,train,"What does the metaphor in this text suggest?
Ayana felt a roller coaster of emotions when she heard the news.",Ayana had varied feelings. | Ayana found the news scary.,0,"lecture: Figures of speech are words or phrases that use language in a nonliteral or unusual way. They can make writing more expressive.
A metaphor compares two things that are not actually alike without using like or as.
The snow formed a blanket over the town.
solution: The text uses a metaphor, comparing two things that are not actually alike without using like or as.
The metaphor Ayana felt a roller coaster of emotions suggests that Ayana had varied feelings. A roller coaster has a dramatic mix of ups and downs, and so do Ayana's feelings.",,0,language science,figurative-language,Interpret figures of speech,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r018729,r018729,test,Which correctly shows the title of a song?,"Any Dream Will Do | ""Any Dream Will Do""",1,"lecture: The title of a book, movie, play, TV show, magazine, or newspaper should be in italics. If you write it by hand, it can be underlined instead.
A Midsummer Night's Dream
The title of a poem, song, article, or short story should be in quotation marks.
""You Are My Sunshine""
solution: A song should be in quotation marks.
The correct title is ""Any Dream Will Do.""",,0,language science,punctuation,Formatting titles,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r020927,r020927,test,Which of the following could Akira's test show?,how much the new turbine would weigh | whether the new turbine could produce 10% more electricity | if the new turbine could turn easily,1,"hint: People can use the engineering-design process to develop solutions to problems. One step in the process is testing if a potential solution meets the requirements of the design.
The passage below describes how the engineering-design process was used to test a solution to a problem. Read the passage. Then answer the question below.

Wind turbines use wind power to produce electricity. Akira was a materials engineer who designed wind turbines. She wanted to design a new turbine that would produce 10% more electricity than older wind turbines. She thought that a turbine made from lightweight material would turn more easily and produce more electricity. So, Akira created a computer model of a turbine made from lightweight material. Then she used the model to calculate how much more electricity the new turbine could produce compared to the older turbines.
Figure: studying a wind turbine computer model.
lecture: People can use the engineering-design process to develop solutions to problems. One step in the process is testing if a potential solution meets the requirements of the design. How can you determine what a test can show? You need to figure out what was tested and what was measured.
Imagine an engineer needs to design a bridge for a windy location. She wants to make sure the bridge will not move too much in high wind. So, she builds a smaller prototype, or model, of a bridge. Then, she exposes the prototype to high winds and measures how much the bridge moves.
First, identify what was tested. A test can examine one design, or it may compare multiple prototypes to each other. In the test described above, the engineer tested a prototype of a bridge in high wind.
Then, identify what the test measured. One of the criteria for the bridge was that it not move too much in high winds. The test measured how much the prototype bridge moved.
Tests can show how well one or more designs meet the criteria. The test described above can show whether the bridge would move too much in high winds.","{""bytes"": ""<bytes:78489>"", ""path"": ""image.png""}",1,natural science,science-and-engineering-practices,Evaluate tests of engineering-design solutions,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r018112,r018112,test,What is the capital of New Hampshire?,Boston | Manchester | Des Moines | Concord,3,solution: Concord is the capital of New Hampshire.,"{""bytes"": ""<bytes:65585>"", ""path"": ""image.png""}",1,social science,geography,Identify state capitals of the Northeast,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r014839,r014839,validation,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,The magnitude of the magnetic force is greater in Pair 1. | The magnitude of the magnetic force is greater in Pair 2. | The magnitude of the magnetic force is the same in both pairs.,0,"hint: The images below show two pairs of magnets. The magnets in different pairs do not affect each other. All the magnets shown are made of the same material.
lecture: Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by changing the distance between them. The magnitude of the magnetic force is greater when there is a smaller distance between the magnets.
solution: The magnets in Pair 2 attract. The magnets in Pair 1 repel. But whether the magnets attract or repel affects only the direction of the magnetic force. It does not affect the magnitude of the magnetic force.
Distance affects the magnitude of the magnetic force. When there is a smaller distance between magnets, the magnitude of the magnetic force between them is greater.
There is a smaller distance between the magnets in Pair 1 than in Pair 2. So, the magnitude of the magnetic force is greater in Pair 1 than in Pair 2.","{""bytes"": ""<bytes:4126>"", ""path"": ""image.png""}",1,natural science,physics,Compare magnitudes of magnetic forces,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r019855,r019855,test,Which property do these two objects have in common?,sour | stretchy,1,"hint: Select the better answer.
lecture: An object has different properties. A property of an object can tell you how it looks, feels, tastes, or smells.
Different objects can have the same properties. You can use these properties to put objects into groups.
solution: Look at each object.
For each object, decide if it has that property.
A stretchy object gets longer when you pull on it. Both objects are stretchy.
A lemon has a sour taste. The balloon is not sour.
The property that both objects have in common is stretchy.","{""bytes"": ""<bytes:16680>"", ""path"": ""image.png""}",1,natural science,physics,Compare properties of objects,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r012615,r012615,train,What information supports the conclusion that Wesley inherited this trait?,Wesley's parents were born with straight hair. They passed down this trait to Wesley. | Wesley and his father both have short hair.,0,"hint: Read the description of a trait.
Wesley has straight hair.
lecture: Organisms, including people, have both inherited and acquired traits. Inherited and acquired traits are gained in different ways.
Inherited traits are passed down from biological parents to their offspring through genes. Genes are pieces of hereditary material that contain the instructions that affect inherited traits. Offspring receive their genes, and therefore gain their inherited traits, from their biological parents. Inherited traits do not need to be learned.
Acquired traits are gained during a person's life. Some acquired traits, such as riding a bicycle, are gained by learning. Other acquired traits, such as scars, are caused by the environment. Parents do not pass acquired traits down to their offspring.",,0,natural science,biology,Inherited and acquired traits: use evidence to support a statement,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r001083,r001083,train,What is the capital of Arkansas?,Fayetteville | Little Rock | Provo | Portland,1,solution: Little Rock is the capital of Arkansas.,"{""bytes"": ""<bytes:65708>"", ""path"": ""image.png""}",1,social science,geography,Identify state capitals of the Southeast,text_image,question_with_image,multiple_choice,educational_science_qa
scienceqa,r012103,r012103,train,Which of the following contains a vague pronoun reference?,Mrs. Chandler told her friend to exercise on a regular basis and get more sleep in order to have more energy throughout the day. | Mrs. Chandler told her friend that she needs to exercise on a regular basis and get more sleep in order to have more energy throughout the day.,1,"lecture: When writing, make sure to avoid vague pronoun references. A vague pronoun reference occurs when a pronoun could refer to more than one possible antecedent.
When Lisa and Kim finally landed, she breathed a sigh of relief.
The pronoun she could refer to either Lisa or Kim, so the meaning of the sentence is unclear.
Vague pronoun references can be corrected in one of two ways:
1. Replace the pronoun with its correct antecedent:
When Lisa and Kim finally landed, Lisa breathed a sigh of relief.
2. Rewrite the sentence:
Lisa breathed a sigh of relief when she and Kim finally landed.
A vague pronoun reference also occurs when they, them, their, theirs, it, or its is used without its antecedent.
They say that this nail polish dries in less than five minutes.
The pronoun they is used without its antecedent, so the meaning of the sentence is unclear.
This problem can be fixed by replacing the pronoun with its missing antecedent.
The advertisements say that this nail polish dries in less than five minutes.
solution: The second answer choice contains a vague pronoun reference. The pronoun she could refer to Mrs. Chandler or her friend.
Mrs. Chandler told her friend that she needs to exercise on a regular basis and get more sleep in order to have more energy throughout the day.
The first answer choice shows a possible correction for the vague pronoun reference. The text has been rewritten so that the meaning is clear.
Mrs. Chandler told her friend to exercise on a regular basis and get more sleep in order to have more energy throughout the day.",,0,language science,writing-strategies,Identify vague pronoun references,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r000487,r000487,train,"Complete the sentence so that it uses personification.
The heavy door () as Edna pushed it open.",protested | creaked,0,"lecture: Personification is giving human characteristics to nonhuman things. It is a figure of speech that can be used to make writing more interesting or to emphasize a point.
The trees danced in the wind.
The word danced describes the trees as if they were people. Unlike people, however, trees can't actually dance. Instead, the personification suggests that the trees are moving.
solution: Complete the sentence with the word protested. It describes the door as if it were a person who didn't want to obey.",,0,language science,writing-strategies,Use personification,text_only,question_without_image,multiple_choice,educational_science_qa
scienceqa,r011296,r011296,train,Which of these statements about Jamestown is true?,Jamestown was founded in the early 1600s. | Jamestown was the first English colony in North America. | Jamestown was founded in the late 1500s. | Jamestown was the only Spanish colony in South America.,0,"hint: This timeline shows when some European settlements were founded, or created. Look at the timeline. Then answer the question.
solution: Look at the timeline.
The timeline shows that Jamestown was founded in 1607. All of the years from 1600 to 1699 are in the 1600 s. The year 1607 is at the beginning of the 1600 s. So, Jamestown was founded in the early 1600 s. It was the first settlement in an area the English called the Virginia Colony.
Jamestown was not the first English colony in North America. The timeline shows that the English colony of Roanoke came first in 1585. Jamestown was an English colony, not a Spanish colony.","{""bytes"": ""<bytes:26063>"", ""path"": ""image.png""}",1,social science,us-history,Jamestown: the early years,text_image,question_with_image,multiple_choice,educational_science_qa
